Experiment	bias spectroscopy	
-2.3406595E-1	-4.6252979E-14	4.0473728E-16	-1.6374048E-16	3.7443786E-14	1.0375900E-13	3.5986296E-14	-9.6623473E-16	-7.6568688E-17	3.6466395E-14	1.0363460E-13	-4.3608092E-14	3.7792749E-16	-1.3252540E-16	3.6899320E-14	1.0370657E-13	3.6496847E-14	-8.4699944E-16	-1.2742708E-16	3.6565369E-14	1.0385571E-13
-2.3391943E-1	-4.2420484E-14	7.1188593E-16	-1.5575905E-16	3.6991840E-14	1.0380489E-13	3.7181568E-14	-8.0267277E-16	-3.2970837E-16	3.7325916E-14	1.0341051E-13	-4.3593865E-14	3.8075706E-16	-1.4405990E-16	3.6895901E-14	1.0370346E-13	3.6530061E-14	-8.4860160E-16	-1.3587237E-16	3.6561032E-14	1.0385328E-13
-2.3377290E-1	-4.0084360E-14	7.3645110E-16	-3.6338190E-16	3.7126138E-14	1.0372955E-13	3.5138416E-14	-8.0079617E-16	-5.4586525E-16	3.6855799E-14	1.0417530E-13	-4.3582803E-14	3.8255661E-16	-1.5533499E-16	3.6891524E-14	1.0370006E-13	3.6563902E-14	-8.5022557E-16	-1.4358773E-16	3.6554984E-14	1.0385163E-13
-2.3362638E-1	-4.3870577E-14	3.8440650E-16	-5.0612728E-16	3.7193556E-14	1.0334190E-13	3.9046193E-14	-7.2089799E-16	-2.8208365E-16	3.6455519E-14	1.0362413E-13	-4.3579523E-14	3.8332902E-16	-1.6585154E-16	3.6886286E-14	1.0369686E-13	3.6597495E-14	-8.5212213E-16	-1.5018680E-16	3.6547679E-14	1.0384999E-13
-2.3347986E-1	-4.6425405E-14	4.1760503E-16	-6.3873050E-16	3.7165935E-14	1.0375685E-13	3.5291004E-14	-9.1287155E-16	-3.1827019E-16	3.6652356E-14	1.0328849E-13	-4.3576308E-14	3.8371633E-16	-1.7503253E-16	3.6879926E-14	1.0369427E-13	3.6628981E-14	-8.5426883E-16	-1.5596776E-16	3.6540144E-14	1.0384904E-13
-2.3333335E-1	-4.1427135E-14	6.0186254E-16	-5.9902361E-16	3.7437813E-14	1.0412223E-13	3.7810741E-14	-8.9318650E-16	-5.4879736E-16	3.7040754E-14	1.0411999E-13	-4.3569294E-14	3.8382030E-16	-1.8255025E-16	3.6872140E-14	1.0369149E-13	3.6659555E-14	-8.5639303E-16	-1.6091481E-16	3.6531979E-14	1.0384915E-13
-2.3318683E-1	-4.4715913E-14	5.7794620E-16	-5.5654437E-16	3.6828725E-14	1.0342333E-13	4.0621918E-14	-1.0875303E-15	-6.7659811E-16	3.6414804E-14	1.0401939E-13	-4.3562559E-14	3.8326788E-16	-1.8842384E-16	3.6862989E-14	1.0368805E-13	3.6685288E-14	-8.5816010E-16	-1.6442957E-16	3.6522807E-14	1.0384911E-13
-2.3304030E-1	-4.5759613E-14	6.6398489E-16	-5.9175770E-16	3.6475414E-14	1.0334938E-13	3.3938567E-14	-6.6461974E-16	-7.8541691E-16	3.6549218E-14	1.0318047E-13	-4.3553479E-14	3.8183689E-16	-1.9276494E-16	3.6853719E-14	1.0368505E-13	3.6704841E-14	-8.5963044E-16	-1.6593782E-16	3.6513307E-14	1.0384912E-13
-2.3289378E-1	-4.3013031E-14	2.9919205E-16	-8.2045951E-16	3.7111007E-14	1.0378592E-13	3.7009143E-14	-1.2027162E-15	-4.3615233E-16	3.6881119E-14	1.0384087E-13	-4.3539425E-14	3.7973591E-16	-1.9533701E-16	3.6844968E-14	1.0368286E-13	3.6725688E-14	-8.6092185E-16	-1.6544929E-16	3.6503471E-14	1.0385030E-13
-2.3274726E-1	-4.4069955E-14	3.6263839E-16	-5.4320631E-16	3.7179583E-14	1.0356462E-13	3.5733003E-14	-8.5087652E-16	-4.4262347E-16	3.6314295E-14	1.0396110E-13	-4.3523694E-14	3.7753008E-16	-1.9593730E-16	3.6835725E-14	1.0368091E-13	3.6749714E-14	-8.6174146E-16	-1.6353862E-16	3.6493029E-14	1.0385205E-13
-2.3260075E-1	-4.1241485E-14	5.0330999E-16	-5.2401487E-16	3.6708761E-14	1.0315892E-13	3.6767041E-14	-9.3175879E-16	-4.7221780E-16	3.6384490E-14	1.0378552E-13	-4.3509643E-14	3.7530677E-16	-1.9490926E-16	3.6825655E-14	1.0367961E-13	3.6775477E-14	-8.6217626E-16	-1.6050151E-16	3.6482664E-14	1.0385366E-13
-2.3245423E-1	-4.4734734E-14	5.0103756E-16	-3.8619930E-16	3.7015472E-14	1.0404258E-13	3.6732451E-14	-7.6918400E-16	-1.7766840E-16	3.6544135E-14	1.0399781E-13	-4.3498310E-14	3.7271861E-16	-1.9269708E-16	3.6815277E-14	1.0367910E-13	3.6802328E-14	-8.6257658E-16	-1.5655219E-16	3.6472602E-14	1.0385515E-13
-2.3230770E-1	-4.3334483E-14	3.3002659E-16	-5.0124244E-16	3.6986320E-14	1.0370700E-13	3.5704519E-14	-9.3967347E-16	-3.4283539E-17	3.6581022E-14	1.0399557E-13	-4.3486926E-14	3.6978984E-16	-1.8946977E-16	3.6804442E-14	1.0367834E-13	3.6830436E-14	-8.6301699E-16	-1.5236994E-16	3.6462376E-14	1.0385630E-13
-2.3216118E-1	-4.2223644E-14	1.8626918E-16	-8.1639742E-17	3.6436322E-14	1.0343039E-13	4.4889294E-14	-8.7782275E-16	3.5193120E-17	3.6051355E-14	1.0379424E-13	-4.3475860E-14	3.6699137E-16	-1.8553813E-16	3.6793404E-14	1.0367742E-13	3.6852903E-14	-8.6338391E-16	-1.4858158E-16	3.6452239E-14	1.0385709E-13
-2.3201466E-1	-4.9785391E-14	2.8491332E-16	-2.2324734E-16	3.6630909E-14	1.0359237E-13	3.5511240E-14	-9.0460451E-16	-8.2221812E-17	3.6473046E-14	1.0386813E-13	-4.3461169E-14	3.6466791E-16	-1.8146255E-16	3.6783039E-14	1.0367705E-13	3.6861942E-14	-8.6360610E-16	-1.4533517E-16	3.6442749E-14	1.0385785E-13
-2.3186815E-1	-4.1320324E-14	4.0483196E-16	-1.2062181E-16	3.7223066E-14	1.0339249E-13	4.0270965E-14	-8.4345693E-16	-7.9820553E-17	3.6331486E-14	1.0397187E-13	-4.3437317E-14	3.6263879E-16	-1.7746318E-16	3.6772885E-14	1.0367736E-13	3.6862345E-14	-8.6375311E-16	-1.4245678E-16	3.6433696E-14	1.0385855E-13
-2.3172162E-1	-4.2001372E-14	2.1489181E-16	-1.3786524E-16	3.6811134E-14	1.0360765E-13	3.7730378E-14	-1.0804087E-15	8.0166699E-17	3.6605135E-14	1.0363325E-13	-4.3412793E-14	3.6074914E-16	-1.7357007E-16	3.6761941E-14	1.0367839E-13	3.6856487E-14	-8.6368572E-16	-1.3998187E-16	3.6424636E-14	1.0385924E-13
-2.3157510E-1	-4.3683908E-14	5.1289798E-16	-1.4528693E-18	3.6431568E-14	1.0412083E-13	3.5603810E-14	-4.9215896E-16	-5.0822271E-17	3.6490481E-14	1.0417031E-13	-4.3392861E-14	3.5895388E-16	-1.6997006E-16	3.6750771E-14	1.0367941E-13	3.6846763E-14	-8.6357709E-16	-1.3808984E-16	3.6415247E-14	1.0385995E-13
-2.3142858E-1	-4.3745962E-14	3.5115207E-16	-3.8816439E-16	3.6596055E-14	1.0352723E-13	3.5981211E-14	-7.9674338E-16	-3.0587892E-16	3.6082956E-14	1.0384513E-13	-4.3373379E-14	3.5700440E-16	-1.6651928E-16	3.6740325E-14	1.0367977E-13	3.6839479E-14	-8.6405450E-16	-1.3642024E-16	3.6405852E-14	1.0386029E-13
-2.3128206E-1	-4.2668184E-14	4.5347651E-16	-2.4870505E-16	3.6254260E-14	1.0319348E-13	3.7084420E-14	-5.6440786E-16	-2.6618752E-17	3.6404294E-14	1.0337422E-13	-4.3353552E-14	3.5481699E-16	-1.6271220E-16	3.6730954E-14	1.0368049E-13	3.6834871E-14	-8.6532891E-16	-1.3460877E-16	3.6397009E-14	1.0386083E-13
-2.3113555E-1	-3.8889597E-14	3.8611703E-16	-5.1902609E-17	3.6495743E-14	1.0382815E-13	3.9942391E-14	-1.0848900E-15	-2.8020549E-16	3.6206593E-14	1.0401845E-13	-4.3339105E-14	3.5240718E-16	-1.5862176E-16	3.6722886E-14	1.0368217E-13	3.6827539E-14	-8.6704902E-16	-1.3269756E-16	3.6388654E-14	1.0386219E-13
-2.3098902E-1	-4.5382721E-14	4.9794558E-16	-3.6458950E-16	3.7317426E-14	1.0363618E-13	3.7715118E-14	-8.9128661E-16	-5.1708579E-17	3.5604027E-14	1.0414805E-13	-4.3332098E-14	3.4968694E-16	-1.5444964E-16	3.6715145E-14	1.0368408E-13	3.6812923E-14	-8.6861365E-16	-1.3067963E-16	3.6381417E-14	1.0386344E-13
-2.3084250E-1	-4.1959668E-14	2.0622742E-16	-1.9421801E-16	3.6570905E-14	1.0354709E-13	3.2793650E-14	-1.1433382E-15	-1.0230113E-16	3.6601554E-14	1.0338780E-13	-4.3326782E-14	3.4677939E-16	-1.4992412E-16	3.6706573E-14	1.0368610E-13	3.6797398E-14	-8.6964809E-16	-1.2869808E-16	3.6375674E-14	1.0386445E-13
-2.3069598E-1	-3.9999420E-14	2.9283885E-16	1.4709774E-16	3.6279871E-14	1.0365009E-13	4.0824352E-14	-1.1009785E-15	-4.0830727E-17	3.6495133E-14	1.0381607E-13	-4.3325430E-14	3.4405361E-16	-1.4539242E-16	3.6698085E-14	1.0368846E-13	3.6784903E-14	-8.6989130E-16	-1.2693170E-16	3.6370128E-14	1.0386618E-13
-2.3054945E-1	-4.5329317E-14	5.4126914E-16	-2.2709059E-16	3.6424775E-14	1.0382134E-13	3.4806285E-14	-1.0135382E-15	-2.2087557E-16	3.5868894E-14	1.0380772E-13	-4.3330021E-14	3.4137037E-16	-1.4130999E-16	3.6690825E-14	1.0369091E-13	3.6770320E-14	-8.6926523E-16	-1.2526703E-16	3.6364598E-14	1.0386853E-13
-2.3040295E-1	-4.1268441E-14	4.5451491E-16	-2.5669267E-16	3.6252671E-14	1.0350304E-13	3.6485260E-14	-8.4061953E-16	-2.9161266E-17	3.6180064E-14	1.0359981E-13	-4.3335991E-14	3.3822801E-16	-1.3722903E-16	3.6684926E-14	1.0369333E-13	3.6755897E-14	-8.6815324E-16	-1.2359181E-16	3.6360106E-14	1.0387131E-13
-2.3025642E-1	-4.5638054E-14	3.5518937E-16	4.3405846E-17	3.6279560E-14	1.0376356E-13	3.8423634E-14	-1.0497232E-15	-1.3573250E-16	3.6654395E-14	1.0417127E-13	-4.3341802E-14	3.3463826E-16	-1.3300158E-16	3.6680542E-14	1.0369594E-13	3.6742287E-14	-8.6677241E-16	-1.2199511E-16	3.6356165E-14	1.0387440E-13
-2.3010990E-1	-4.1182996E-14	1.9534026E-16	1.5383586E-16	3.7057712E-14	1.0364078E-13	4.1704782E-14	-9.2105939E-16	-1.5827050E-16	3.5925574E-14	1.0437085E-13	-4.3347260E-14	3.3102707E-16	-1.2928421E-16	3.6676998E-14	1.0369865E-13	3.6720701E-14	-8.6500206E-16	-1.2042717E-16	3.6352232E-14	1.0387669E-13
-2.2996338E-1	-4.2838573E-14	2.9812412E-16	1.2870102E-16	3.6686325E-14	1.0411682E-13	3.6551379E-14	-6.4490828E-16	-2.9397197E-16	3.6209219E-14	1.0390147E-13	-4.3355232E-14	3.2769280E-16	-1.2655239E-16	3.6673088E-14	1.0370099E-13	3.6687748E-14	-8.6315580E-16	-1.1859772E-16	3.6348986E-14	1.0387767E-13
-2.2981685E-1	-4.3757661E-14	3.5488359E-16	-1.8339449E-16	3.5989461E-14	1.0432895E-13	3.8106759E-14	-8.6980718E-16	2.3412208E-16	3.6962129E-14	1.0416771E-13	-4.3365973E-14	3.2452095E-16	-1.2454623E-16	3.6669445E-14	1.0370196E-13	3.6648697E-14	-8.6167730E-16	-1.1673099E-16	3.6345828E-14	1.0387784E-13
-2.2967035E-1	-3.6703523E-14	1.5198875E-16	-1.0837180E-16	3.6700698E-14	1.0360161E-13	3.9089425E-14	-9.2956551E-16	-3.1739473E-16	3.6043674E-14	1.0390504E-13	-4.3383052E-14	3.2148572E-16	-1.2269008E-16	3.6667097E-14	1.0370137E-13	3.6604448E-14	-8.6032988E-16	-1.1518436E-16	3.6341888E-14	1.0387739E-13
-2.2952382E-1	-4.6829765E-14	3.4850247E-16	-1.2040293E-16	3.6673698E-14	1.0324904E-13	3.4882070E-14	-1.0658676E-15	-3.7139438E-16	3.5657048E-14	1.0353881E-13	-4.3409558E-14	3.1872590E-16	-1.2080447E-16	3.6665349E-14	1.0370081E-13	3.6555506E-14	-8.5863296E-16	-1.1332996E-16	3.6338598E-14	1.0387693E-13
-2.2937730E-1	-4.6140575E-14	4.0894841E-16	-4.3286788E-16	3.6524176E-14	1.0418320E-13	3.5792004E-14	-6.3084065E-16	5.9446321E-17	3.6687430E-14	1.0413777E-13	-4.3433231E-14	3.1598286E-16	-1.1862346E-16	3.6663689E-14	1.0370076E-13	3.6508120E-14	-8.5668145E-16	-1.1093440E-16	3.6336602E-14	1.0387685E-13
-2.2923078E-1	-4.2151419E-14	2.2275373E-16	7.8876813E-17	3.6802270E-14	1.0360155E-13	3.5888132E-14	-6.2805444E-16	-1.5027665E-16	3.6488628E-14	1.0414472E-13	-4.3449460E-14	3.1311600E-16	-1.1601461E-16	3.6662161E-14	1.0370031E-13	3.6464369E-14	-8.5519564E-16	-1.0857933E-16	3.6334437E-14	1.0387633E-13
-2.2908425E-1	-4.7685783E-14	3.2228108E-16	3.1586272E-16	3.6627405E-14	1.0342283E-13	3.5416636E-14	-5.6718941E-16	7.2298577E-17	3.6299143E-14	1.0307337E-13	-4.3461406E-14	3.1032402E-16	-1.1390481E-16	3.6660521E-14	1.0369984E-13	3.6423460E-14	-8.5466546E-16	-1.0648673E-16	3.6331652E-14	1.0387580E-13
-2.2893775E-1	-4.1376272E-14	4.2906187E-16	-2.5305576E-17	3.6492006E-14	1.0370634E-13	3.6761952E-14	-9.1185479E-16	1.0446645E-16	3.6451477E-14	1.0372776E-13	-4.3468359E-14	3.0747759E-16	-1.1292290E-16	3.6658976E-14	1.0370001E-13	3.6384734E-14	-8.5487113E-16	-1.0491288E-16	3.6328657E-14	1.0387675E-13
-2.2879122E-1	-4.3839041E-14	1.8084267E-16	3.3401887E-17	3.6856762E-14	1.0337841E-13	3.1913728E-14	-9.7088049E-16	1.4663671E-17	3.6024416E-14	1.0435171E-13	-4.3474911E-14	3.0450130E-16	-1.1268276E-16	3.6657597E-14	1.0370077E-13	3.6350643E-14	-8.5513386E-16	-1.0404641E-16	3.6325750E-14	1.0387832E-13
-2.2864470E-1	-3.9455191E-14	1.2417347E-19	2.4719164E-16	3.6526761E-14	1.0329807E-13	3.6659210E-14	-8.5487187E-16	-1.1735751E-16	3.5739010E-14	1.0386244E-13	-4.3486793E-14	3.0194729E-16	-1.1317362E-16	3.6656117E-14	1.0370256E-13	3.6324608E-14	-8.5511195E-16	-1.0360763E-16	3.6323893E-14	1.0387911E-13
-2.2849818E-1	-4.4400562E-14	7.6609041E-17	6.2434309E-17	3.6328759E-14	1.0389426E-13	3.7320424E-14	-8.0234370E-16	8.1607131E-17	3.6474675E-14	1.0383106E-13	-4.3505394E-14	3.0033253E-16	-1.1469549E-16	3.6655015E-14	1.0370527E-13	3.6301291E-14	-8.5502820E-16	-1.0344168E-16	3.6323341E-14	1.0387952E-13
-2.2835165E-1	-4.6408112E-14	2.8317484E-16	-2.9908649E-16	3.7009062E-14	1.0415138E-13	3.1511404E-14	-8.1581687E-16	8.9248646E-17	3.6300800E-14	1.0383633E-13	-4.3523358E-14	2.9947385E-16	-1.1674304E-16	3.6654338E-14	1.0370757E-13	3.6280339E-14	-8.5508754E-16	-1.0381833E-16	3.6323087E-14	1.0388009E-13
-2.2820514E-1	-4.1028880E-14	6.5097118E-16	7.7074704E-17	3.6654734E-14	1.0326224E-13	3.7223784E-14	-1.1756364E-15	-1.2889659E-16	3.6166521E-14	1.0351395E-13	-4.3537219E-14	2.9852022E-16	-1.1879881E-16	3.6653281E-14	1.0370925E-13	3.6266857E-14	-8.5495980E-16	-1.0473523E-16	3.6322887E-14	1.0388114E-13
-2.2805862E-1	-4.3977896E-14	3.0934501E-16	-2.1645023E-16	3.6095930E-14	1.0370464E-13	3.5742666E-14	-5.9113217E-16	-2.4992197E-16	3.6302294E-14	1.0436574E-13	-4.3552764E-14	2.9687420E-16	-1.2096708E-16	3.6652420E-14	1.0371138E-13	3.6256700E-14	-8.5449753E-16	-1.0565261E-16	3.6323033E-14	1.0388250E-13
-2.2791210E-1	-4.4082674E-14	5.2596135E-16	-4.2816004E-16	3.7134504E-14	1.0365989E-13	3.3537771E-14	-6.6313272E-16	-2.7822642E-16	3.6041818E-14	1.0439662E-13	-4.3569440E-14	2.9462699E-16	-1.2283866E-16	3.6652180E-14	1.0371402E-13	3.6249293E-14	-8.5442770E-16	-1.0609115E-16	3.6323656E-14	1.0388275E-13
-2.2776558E-1	-4.1602613E-14	8.0871397E-17	-6.3581390E-17	3.7036499E-14	1.0330532E-13	3.2211782E-14	-7.1718978E-16	-2.9124630E-16	3.6114923E-14	1.0365839E-13	-4.3586642E-14	2.9211916E-16	-1.2407261E-16	3.6651156E-14	1.0371718E-13	3.6251740E-14	-8.5513201E-16	-1.0586412E-16	3.6325062E-14	1.0388173E-13
-2.2761905E-1	-4.3296845E-14	1.9205890E-16	-1.8361025E-16	3.6490261E-14	1.0413688E-13	3.8249684E-14	-1.0258766E-15	3.8101337E-16	3.6668507E-14	1.0389260E-13	-4.3607563E-14	2.8989676E-16	-1.2506668E-16	3.6649052E-14	1.0372080E-13	3.6262880E-14	-8.5613008E-16	-1.0558149E-16	3.6326824E-14	1.0388064E-13
-2.2747254E-1	-4.1225209E-14	2.1622361E-16	-1.0107957E-17	3.6492243E-14	1.0387122E-13	3.4661835E-14	-9.3253637E-16	-2.0131935E-16	3.6507879E-14	1.0407926E-13	-4.3633439E-14	2.8814729E-16	-1.2611943E-16	3.6647036E-14	1.0372385E-13	3.6275680E-14	-8.5685440E-16	-1.0598274E-16	3.6327942E-14	1.0387954E-13
-2.2732602E-1	-4.8290538E-14	3.3234402E-16	-5.0983707E-17	3.6646376E-14	1.0339841E-13	3.6095144E-14	-1.0184292E-15	-7.6290848E-17	3.6557718E-14	1.0292147E-13	-4.3659802E-14	2.8659129E-16	-1.2741901E-16	3.6645481E-14	1.0372653E-13	3.6289897E-14	-8.5710221E-16	-1.0670629E-16	3.6328142E-14	1.0387898E-13
-2.2717950E-1	-3.8827546E-14	1.3570302E-16	-2.8947679E-16	3.6271950E-14	1.0397546E-13	3.8583343E-14	-1.1992004E-15	-1.6201288E-16	3.6139057E-14	1.0371384E-13	-4.3684193E-14	2.8516359E-16	-1.2882547E-16	3.6644441E-14	1.0372947E-13	3.6303846E-14	-8.5661829E-16	-1.0734177E-16	3.6327895E-14	1.0388028E-13
-2.2703297E-1	-4.3813101E-14	3.2748718E-16	-3.3264826E-16	3.6802131E-14	1.0400753E-13	3.8724232E-14	-9.3882591E-16	-9.2554834E-17	3.5895308E-14	1.0405899E-13	-4.3713504E-14	2.8394291E-16	-1.2978975E-16	3.6643984E-14	1.0373197E-13	3.6311096E-14	-8.5521581E-16	-1.0791446E-16	3.6328223E-14	1.0388268E-13
-2.2688645E-1	-4.7362294E-14	1.1539397E-16	-1.4372791E-16	3.6450606E-14	1.0360187E-13	3.6053436E-14	-6.7252823E-16	8.8554800E-17	3.6413824E-14	1.0358100E-13	-4.3743844E-14	2.8294929E-16	-1.3018130E-16	3.6643770E-14	1.0373381E-13	3.6311584E-14	-8.5348856E-16	-1.0865827E-16	3.6329507E-14	1.0388520E-13
-2.2673994E-1	-4.1691111E-14	6.2676468E-17	-4.3455510E-17	3.6940567E-14	1.0409220E-13	3.5710113E-14	-9.4795290E-16	-7.2441374E-17	3.7022797E-14	1.0339063E-13	-4.3768988E-14	2.8246071E-16	-1.3043165E-16	3.6643492E-14	1.0373530E-13	3.6310795E-14	-8.5194134E-16	-1.0984373E-16	3.6330371E-14	1.0388863E-13
-2.2659342E-1	-4.3779023E-14	2.8613800E-16	-3.8729056E-17	3.6831876E-14	1.0425372E-13	3.6068188E-14	-8.7247078E-16	-7.2272180E-17	3.6019805E-14	1.0413021E-13	-4.3794680E-14	2.8256818E-16	-1.3093148E-16	3.6642628E-14	1.0373570E-13	3.6311686E-14	-8.5036136E-16	-1.1133642E-16	3.6330087E-14	1.0389312E-13
-2.2644690E-1	-4.4170156E-14	3.5800507E-16	-2.2921556E-16	3.6092440E-14	1.0341122E-13	4.0709911E-14	-7.2887323E-16	-1.2373087E-16	3.5758960E-14	1.0381859E-13	-4.3822110E-14	2.8281141E-16	-1.3160293E-16	3.6641639E-14	1.0373503E-13	3.6309307E-14	-8.4876127E-16	-1.1293253E-16	3.6330300E-14	1.0389771E-13
-2.2630037E-1	-4.4060292E-14	-1.4568983E-17	-2.5130965E-16	3.6205844E-14	1.0385388E-13	3.4259511E-14	-8.7602223E-16	6.2833326E-18	3.6700779E-14	1.0382276E-13	-4.3848660E-14	2.8319668E-16	-1.3205485E-16	3.6641981E-14	1.0373438E-13	3.6300488E-14	-8.4734788E-16	-1.1466536E-16	3.6331581E-14	1.0390229E-13
-2.2615385E-1	-4.5130444E-14	2.1995667E-16	1.0945679E-16	3.7030288E-14	1.0321111E-13	4.0604117E-14	-9.1182843E-16	-2.4302709E-16	3.6068496E-14	1.0462949E-13	-4.3873207E-14	2.8415923E-16	-1.3241367E-16	3.6643343E-14	1.0373434E-13	3.6287095E-14	-8.4593112E-16	-1.1650147E-16	3.6332960E-14	1.0390640E-13
-2.2600734E-1	-4.1695688E-14	1.4606709E-16	-7.6193049E-17	3.6906279E-14	1.0357127E-13	3.9604157E-14	-8.0113763E-16	-2.2341963E-16	3.6074320E-14	1.0386876E-13	-4.3897235E-14	2.8568055E-16	-1.3318877E-16	3.6644112E-14	1.0373537E-13	3.6263889E-14	-8.4439862E-16	-1.1810309E-16	3.6334752E-14	1.0390920E-13
-2.2586082E-1	-4.6883169E-14	2.3298899E-16	-1.4525994E-16	3.6344991E-14	1.0399630E-13	3.4215262E-14	-7.6803691E-16	-7.1326904E-17	3.6710554E-14	1.0358894E-13	-4.3921443E-14	2.8759500E-16	-1.3430450E-16	3.6644278E-14	1.0373698E-13	3.6231814E-14	-8.4296052E-16	-1.1941923E-16	3.6336951E-14	1.0391168E-13
-2.2571430E-1	-4.2263315E-14	1.3347560E-16	-1.1923568E-16	3.6734006E-14	1.0384889E-13	3.5468515E-14	-9.5049072E-16	-2.7277042E-16	3.6136404E-14	1.0423271E-13	-4.3943639E-14	2.8990968E-16	-1.3547090E-16	3.6644685E-14	1.0373813E-13	3.6201148E-14	-8.4160558E-16	-1.2057604E-16	3.6338872E-14	1.0391453E-13
-2.2556777E-1	-4.3558280E-14	8.3306809E-17	-5.3097809E-17	3.6738712E-14	1.0305880E-13	3.4881054E-14	-8.8992532E-16	6.6951231E-17	3.5932625E-14	1.0388835E-13	-4.3966627E-14	2.9279414E-16	-1.3674117E-16	3.6645122E-14	1.0373948E-13	3.6175198E-14	-8.4006028E-16	-1.2166600E-16	3.6341224E-14	1.0391709E-13
-2.2542125E-1	-4.8364799E-14	3.7896603E-16	-2.3100526E-16	3.6377819E-14	1.0390964E-13	3.6266041E-14	-1.0015847E-15	2.4272751E-16	3.6663282E-14	1.0388064E-13	-4.3987763E-14	2.9616515E-16	-1.3810094E-16	3.6645549E-14	1.0374191E-13	3.6152413E-14	-8.3814757E-16	-1.2333976E-16	3.6344269E-14	1.0391944E-13
-2.2527474E-1	-4.7236158E-14	2.1927060E-16	-2.3155628E-16	3.6783141E-14	1.0377966E-13	3.3739694E-14	-9.3071567E-16	-1.7936341E-16	3.6669384E-14	1.0432227E-13	-4.3997456E-14	2.9965887E-16	-1.3926865E-16	3.6646277E-14	1.0374463E-13	3.6133050E-14	-8.3576900E-16	-1.2587002E-16	3.6346770E-14	1.0392150E-13
-2.2512822E-1	-4.3745454E-14	1.3019889E-17	-6.6445215E-17	3.7079802E-14	1.0333442E-13	3.7034066E-14	-8.9450279E-16	-4.9700032E-17	3.6451839E-14	1.0391240E-13	-4.3996677E-14	3.0351650E-16	-1.4023521E-16	3.6646572E-14	1.0374753E-13	3.6117393E-14	-8.3298072E-16	-1.2873422E-16	3.6348217E-14	1.0392280E-13
-2.2498170E-1	-4.1426118E-14	2.8276040E-16	-2.5685567E-16	3.6701002E-14	1.0398541E-13	3.6430836E-14	-7.6911412E-16	-2.2160200E-16	3.6674863E-14	1.0371212E-13	-4.3995735E-14	3.0805230E-16	-1.4114209E-16	3.6645823E-14	1.0375098E-13	3.6101967E-14	-8.3003734E-16	-1.3161281E-16	3.6348816E-14	1.0392395E-13
-2.2483517E-1	-4.5160453E-14	4.1331476E-16	5.1641839E-17	3.6692746E-14	1.0482220E-13	3.0113698E-14	-6.9272398E-16	-9.6131126E-17	3.6181371E-14	1.0398488E-13	-4.3998967E-14	3.1282571E-16	-1.4208460E-16	3.6644488E-14	1.0375332E-13	3.6090888E-14	-8.2728644E-16	-1.3442954E-16	3.6348833E-14	1.0392547E-13
-2.2468865E-1	-4.3565398E-14	2.1883132E-16	4.6618907E-17	3.6390931E-14	1.0354129E-13	3.6147023E-14	-1.0942947E-15	5.9752106E-17	3.6020378E-14	1.0401747E-13	-4.4002877E-14	3.1752306E-16	-1.4348325E-16	3.6643252E-14	1.0375352E-13	3.6091234E-14	-8.2459515E-16	-1.3742779E-16	3.6349186E-14	1.0392699E-13
-2.2454214E-1	-4.1502920E-14	3.2660397E-16	-4.5490762E-16	3.6340553E-14	1.0337486E-13	3.3199026E-14	-5.7476575E-16	1.8140600E-17	3.6448787E-14	1.0417029E-13	-4.4008979E-14	3.2231189E-16	-1.4514279E-16	3.6642764E-14	1.0375347E-13	3.6100239E-14	-8.2174790E-16	-1.4101050E-16	3.6350256E-14	1.0392803E-13
-2.2439562E-1	-4.9779286E-14	2.8277282E-16	-2.4409189E-16	3.7112539E-14	1.0412312E-13	3.5756906E-14	-7.7541298E-16	-2.9060213E-16	3.6626884E-14	1.0406497E-13	-4.4014769E-14	3.2723360E-16	-1.4628161E-16	3.6642662E-14	1.0375400E-13	3.6115276E-14	-8.1916540E-16	-1.4495847E-16	3.6351185E-14	1.0392837E-13
-2.2424909E-1	-4.6816029E-14	6.1739395E-16	1.3818809E-16	3.6578152E-14	1.0393786E-13	3.4387176E-14	-5.0059208E-16	-2.9768176E-17	3.6041133E-14	1.0369535E-13	-4.4008874E-14	3.3195703E-16	-1.4720317E-16	3.6641991E-14	1.0375400E-13	3.6135611E-14	-8.1722591E-16	-1.4889360E-16	3.6351778E-14	1.0392843E-13
-2.2410257E-1	-4.3941274E-14	3.8203939E-16	-6.1634922E-17	3.6308714E-14	1.0393303E-13	3.6263500E-14	-4.9610000E-16	-2.8501886E-16	3.6631315E-14	1.0383541E-13	-4.3991795E-14	3.3611517E-16	-1.4867781E-16	3.6641310E-14	1.0375309E-13	3.6159650E-14	-8.1627130E-16	-1.5278959E-16	3.6352438E-14	1.0392891E-13
-2.2395605E-1	-4.4806447E-14	4.2784182E-16	-1.6051346E-16	3.6793431E-14	1.0414853E-13	3.9839141E-14	-8.6311874E-16	-1.5248855E-16	3.6395911E-14	1.0419007E-13	-4.3971215E-14	3.3981379E-16	-1.5059644E-16	3.6641199E-14	1.0375126E-13	3.6181598E-14	-8.1621545E-16	-1.5654605E-16	3.6352811E-14	1.0392954E-13
