#Country=Germany
#Region=WESTERN EUROPE
#Population=82422299
#Area (sq. mi.)=357021
#Pop. Density (per sq. mi.)=230,9
#Coastline (coast/area ratio)=0,67
#Net migration=2,18
#Infant mortality (per 1000 births)=4,16
#GDP ($ per capita)=27600
#Literacy (%)=99,0
#Phones (per 1000)=667,9
#Arable (%)=33,85
#Crops (%)=0,59
#Other (%)=65,56
#Climate=3
#Birthrate=8,25
#Deathrate=10,62
#Agriculture=0,009
#Industry=0,296
#Service=0,695
indicator	year	value
GDP per capita (current US$)	1974	5617.7417209410305
GDP per capita growth (annual %)	1974	0.8507602877306509
General government final consumption expenditure (% of GDP)	1974	19.6835213358008
General government final consumption expenditure (annual % growth)	1974	5.57163528632752
General government final consumption expenditure (constant 2005 US$)	1974	311989964073.83
General government final consumption expenditure (constant LCU)	1974	264734061800.0
General government final consumption expenditure (current LCU)	1974	115532788000.0
General government final consumption expenditure (current US$)	1974	87319770236.5656
GNI (constant 2005 US$)	1974	1559286518561.97
GNI (constant LCU)	1974	1322372549461.74
GNI (current LCU)	1974	591706864300.0
GNI (current US$)	1974	447212504194.694
GNI growth (annual %)	1974	0.898847927459087
GNI per capita (constant 2005 US$)	1974	19745.944110428
GNI per capita (constant LCU)	1974	16745.7963267179
GNI per capita (current LCU)	1974	7493.0492460100595
GNI per capita growth (annual %)	1974	0.8595360904619008
GNI per capita, Atlas method (current US$)	1974	5800.0
GNI, Atlas method (current US$)	1974	458400843178.00104
Gross capital formation (% of GDP)	1974	26.265684838106605
Gross capital formation (annual % growth)	1974	-9.59603209361742
Gross capital formation (constant 2005 US$)	1974	368284712362.356
Gross capital formation (constant LCU)	1974	316456859300.0
Gross capital formation (current LCU)	1974	154166916900.0
Gross capital formation (current US$)	1974	116519474642.884
Gross domestic income (constant 2005 US$)	1974	1040800000000.0
Gross domestic income (constant LCU)	1974	1304375676863.04
Gross domestic savings (% of GDP)	1974	25.765305374682196
Gross domestic savings (constant LCU)	1974	255909226393.553
Gross domestic savings (current LCU)	1974	151229930500.0
Gross domestic savings (current US$)	1974	114299698057.592
Gross fixed capital formation (% of GDP)	1974	24.943949262929802
Gross fixed capital formation (annual % growth)	1974	-8.64383741390134
Gross fixed capital formation (constant 2005 US$)	1974	345526030236.463
Gross fixed capital formation (constant LCU)	1974	294988644100.0
Gross fixed capital formation (current LCU)	1974	146408965800.0
Gross fixed capital formation (current US$)	1974	110656009220.769
Gross national expenditure (% of GDP)	1974	100.500379463424
Gross national expenditure (constant 2005 US$)	1974	1541035022956.65
Gross national expenditure (constant LCU)	1974	1308868265700.0
Gross national expenditure (current LCU)	1974	589888812900.0
Gross national expenditure (current US$)	1974	445838419545.008
Gross national expenditure deflator (base year varies by country)	1974	45.068616021836206
Gross savings (% of GDP)	1974	25.3749647405958
Gross savings (% of GNI)	1974	25.1710480315038
Gross savings (current LCU)	1974	148938819018.65802
Gross savings (current US$)	1974	112568074233.738
Gross value added at factor cost (constant 2005 US$)	1974	1384706673458.3
Gross value added at factor cost (constant LCU)	1974	1163731971100.0
Gross value added at factor cost (current LCU)	1974	537197202100.0
Gross value added at factor cost (current US$)	1974	406014059481.521
Household final consumption expenditure (annual % growth)	1974	-0.18153644619900397
Household final consumption expenditure (constant 2005 US$)	1974	879944930867.895
Household final consumption expenditure (constant LCU)	1974	750465284600.0
Household final consumption expenditure (current LCU)	1974	329120921300.0
Household final consumption expenditure (current US$)	1974	248749846043.383
Household final consumption expenditure per capita (constant 2005 US$)	1974	11143.13708118
Household final consumption expenditure per capita growth (annual %)	1974	-0.220427347821186
Household final consumption expenditure, etc. (% of GDP)	1974	54.551173289517
Household final consumption expenditure, etc. (annual % growth)	1974	1.8657483895844298
Household final consumption expenditure, etc. (constant 2005 US$)	1974	854802059441.5021
Household final consumption expenditure, etc. (constant LCU)	1974	727677344600.0
Household final consumption expenditure, etc. (current LCU)	1974	320189108000.0
Household final consumption expenditure, etc. (current US$)	1974	241999174665.558
Imports of goods and services (% of GDP)	1974	18.787409259386603
Imports of goods and services (annual % growth)	1974	0.442583286778913
Imports of goods and services (constant 2005 US$)	1974	203203096340.51898
Imports of goods and services (constant LCU)	1974	168680194300.0
Imports of goods and services (current LCU)	1974	110273041800.0
Imports of goods and services (current US$)	1974	83344450003.779
Inflation, GDP deflator (annual %)	1974	7.27529020212714
Land area (sq. km)	1974	349130.0
Land under cereal production (hectares)	1974	7743113.0
Life expectancy at birth, female (years)	1974	74.412
Life expectancy at birth, male (years)	1974	68.132
Life expectancy at birth, total (years)	1974	71.1954146341463
Livestock production index (2004-2006 = 100)	1974	100.0
Manufactures exports (% of merchandise exports)	1974	85.4173747494696
Manufactures imports (% of merchandise imports)	1974	43.7484782006563
Merchandise exports (current US$)	1974	89368400000.0
Merchandise exports by the reporting economy (current US$)	1974	89210000000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	1974	12.841609685012902
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	1974	1.5637260396816497
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	1974	3.3471583903149904
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	1974	3.7282815827822
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	1974	0.680416993610582
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	1974	3.30456226880395
Merchandise exports to developing economies outside region (% of total merchandise exports)	1974	14.565631655644
Merchandise exports to economies in the Arab World (% of total merchandise exports)	1974	3.2160071740836202
Merchandise exports to high-income economies (% of total merchandise exports)	1974	72.59275865934309
Merchandise imports (current US$)	1974	69661300000.0
Merchandise imports by the reporting economy (current US$)	1974	69602200000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	1974	12.275474051107599
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	1974	1.4212194442129698
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	1974	2.54302306536288
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	1974	6.725362129357981
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	1974	0.41521676038975797
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	1974	4.63347422926287
Merchandise imports from developing economies outside region (% of total merchandise imports)	1974	16.863260069365598
Merchandise imports from economies in the Arab World (% of total merchandise imports)	1974	9.74107140291543
Merchandise imports from high-income economies (% of total merchandise imports)	1974	70.8612658795268
Merchandise trade (% of GDP)	1974	35.8482905359866
Mineral rents (% of GDP)	1974	0.0073685620702706
Mortality rate, infant (per 1,000 live births)	1974	18.8
Mortality rate, under-5 (per 1,000)	1974	22.0
Natural gas rents (% of GDP)	1974	0.158950745626274
Net current transfers from abroad (constant LCU)	1974	4288376485.14384
Net current transfers from abroad (current LCU)	1974	-4004573300.0
Net current transfers from abroad (current US$)	1974	-3026659587.33278
Net income from abroad (constant LCU)	1974	5176700000.0
Net income from abroad (current LCU)	1974	2386024500.0
Net income from abroad (current US$)	1974	1803359156.5263398
Net secondary income (BoP, current US$)	1974	-5325485058.83282
Net taxes on products (constant LCU)	1974	157504559000.0
Net taxes on products (current LCU)	1974	49849222800.0
Net taxes on products (current US$)	1974	37676081021.8426
Number of infant deaths	1974	13470.0
Number of under-five deaths	1974	16760.0
Official entrance age to lower secondary education (years)	1974	10.0
Official entrance age to primary education (years)	1974	6.0
Official exchange rate (LCU per US$, period average)	1974	2.587749999
Oil rents (% of GDP)	1974	0.109133076116516
Ores and metals exports (% of merchandise exports)	1974	3.7558177111763196
Ores and metals imports (% of merchandise imports)	1974	7.9669386295313895
Patent applications, nonresidents	1974	33011.0
Patent applications, residents	1974	30534.0
Permanent cropland (% of land area)	1974	1.314696531378
Personal remittances, paid (current US$)	1974	4016875000.0
Personal remittances, received (% of GDP)	1974	0.0805662468365775
Personal remittances, received (current US$)	1974	357406890.9
Population ages 65 and above (% of total)	1974	14.6886063162799
Population density (people per sq. km of land area)	1974	226.183464612036
Population growth (annual %)	1974	0.0389692231983959
Population in largest city	1974	3145362.0
Population in the largest city (% of urban population)	1974	5.49372147763645
Population in urban agglomerations of more than 1 million	1974	7071651.0
Population in urban agglomerations of more than 1 million (% of total population)	1974	8.9551486370337
Population, ages 0-14 (% of total)	1974	22.1308787944111
Population, ages 15-64 (% of total)	1974	63.180514889308995
Population, female (% of total)	1974	52.571781197350504
Population, total	1974	78967433.0
Portfolio equity, net inflows (BoP, current US$)	1974	13122193.3655871
Rural population	1974	21713675.0
Rural population (% of total population)	1974	27.497
Rural population growth (annual %)	1974	-0.168112028847952
Surface area (sq. km)	1974	356970.0
Survival to age 65, female (% of cohort)	1974	82.69589
Survival to age 65, male (% of cohort)	1974	69.81785
Terms of trade adjustment (constant LCU)	1974	-12702668536.9614
Theoretical duration of primary education (years)	1974	4.0
Theoretical duration of secondary education (years)	1974	9.0
Total natural resources rents (% of GDP)	1974	0.5373532092469779
Total reserves (includes gold, current US$)	1974	49293768097.7698
Total reserves minus gold (current US$)	1974	27358757097.7698
Trade (% of GDP)	1974	37.074439055349
Trademark applications, direct nonresident	1974	4165.0
Trademark applications, direct resident	1974	12407.0
Trademark applications, total	1974	16572.0
Urban population	1974	57253758.0
Urban population (% of total)	1974	72.503
Urban population growth (annual %)	1974	0.11761775833547801
Adjusted net national income (annual % growth)	1975	-1.2537045674859
Adjusted net national income (constant 2005 US$)	1975	1312024844936.48
Adjusted net national income (current US$)	1975	421919684922.576
Adjusted net national income per capita (annual % growth)	1975	-0.8848453882576309
Adjusted net national income per capita (constant 2005 US$)	1975	16676.821857272098
Adjusted net national income per capita (current US$)	1975	5362.9162974203
Adjusted savings: consumption of fixed capital (% of GNI)	1975	14.192892639769402
Adjusted savings: consumption of fixed capital (current US$)	1975	69999772286.122
Adjusted savings: education expenditure (% of GNI)	1975	4.1
Adjusted savings: education expenditure (current US$)	1975	20221323000.0
Adjusted savings: energy depletion (% of GNI)	1975	0.259140865393124
Adjusted savings: energy depletion (current US$)	1975	1278090522.34485
Adjusted savings: gross savings (% of GNI)	1975	22.01605561
Adjusted savings: mineral depletion (% of GNI)	1975	0.00110548170985646
Adjusted savings: mineral depletion (current US$)	1975	5452268.95746335
Adjusted savings: natural resources depletion (% of GNI)	1975	0.26024634710298
Adjusted savings: net forest depletion (% of GNI)	1975	0.0
Adjusted savings: net forest depletion (current US$)	1975	0.0
Adjusted savings: net national savings (% of GNI)	1975	7.82319404259057
Adjusted savings: net national savings (current US$)	1975	38584227713.878
Adolescent fertility rate (births per 1,000 women ages 15-19)	1975	34.6858
Age dependency ratio (% of working-age population)	1975	57.6757306042107
Age dependency ratio, old (% of working-age population)	1975	23.479944430583302
Age dependency ratio, young (% of working-age population)	1975	34.1957861736274
Agricultural land (% of land area)	1975	53.825222696416795
Agricultural land (sq. km)	1975	187920.0
Agricultural machinery, tractors	1975	1577582.0
Agricultural machinery, tractors per 100 sq. km of arable land	1975	1310.17523461507
Agricultural raw materials exports (% of merchandise exports)	1975	1.2793507964956699
Agricultural raw materials imports (% of merchandise imports)	1975	4.333882874778411
Air transport, freight (million ton-km)	1975	920.700012207
Air transport, passengers carried	1975	9369200.0
Air transport, registered carrier departures worldwide	1975	176800.0
Alternative and nuclear energy (% of total energy use)	1975	2.47424815386543
Arable land (% of land area)	1975	34.4885859135566
Arable land (hectares per person)	1975	0.153050159650853
Arable land (hectares)	1975	12041000.0
Arms exports (SIPRI trend indicator values)	1975	1440000000.0
Arms imports (SIPRI trend indicator values)	1975	1874000000.0
Birth rate, crude (per 1,000 people)	1975	9.9
Cereal production (metric tons)	1975	30164053.0
Cereal yield (kg per hectare)	1975	3864.435
Changes in inventories (constant LCU)	1975	3760197100.0
Changes in inventories (current LCU)	1975	3760197100.0
Changes in inventories (current US$)	1975	2989265521.90158
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1975	39.1405521214544
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1975	25.3067626164775
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1975	3.59299238347121
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1975	21.1520127933081
CO2 emissions from transport (% of total fuel combustion)	1975	10.806654980471802
Coal rents (% of GDP)	1975	0.0894636734161712
Combustible renewables and waste (% of total energy)	1975	1.06611902674782
Crop production index (2004-2006 = 100)	1975	82.98
Death rate, crude (per 1,000 people)	1975	12.6
DEC alternative conversion factor (LCU per US$)	1975	1.2579
Discrepancy in expenditure estimate of GDP (constant LCU)	1975	-37556641700.0001
Discrepancy in expenditure estimate of GDP (current LCU)	1975	-11450192800.0
Electric power consumption (kWh per capita)	1975	4743.9448331011
Electric power transmission and distribution losses (% of output)	1975	5.27842197149334
Electricity production from coal sources (% of total)	1975	63.274617609505704
Electricity production from hydroelectric sources (% of total)	1975	4.44354691612163
Electricity production from natural gas sources (% of total)	1975	16.9327982906428
Electricity production from nuclear sources (% of total)	1975	6.28970477108685
Electricity production from oil sources (% of total)	1975	8.24895119472601
Electricity production from oil, gas and coal sources (% of total)	1975	88.4563670948745
Electricity production from renewable sources, excluding hydroelectric (% of total)	1975	0.28741173098470396
Electricity production from renewable sources, excluding hydroelectric (kWh)	1975	1103000000.0
Energy imports, net (% of energy use)	1975	45.085998694161994
Energy use (kg of oil equivalent per capita)	1975	3984.9742392469
Exports as a capacity to import (constant LCU)	1975	157871410003.578
Exports of goods and services (% of GDP)	1975	17.1575951576623
Exports of goods and services (annual % growth)	1975	-6.136363608097531
Exports of goods and services (constant 2005 US$)	1975	202070915290.427
Exports of goods and services (constant LCU)	1975	166035643600.0
Exports of goods and services (current LCU)	1975	105491167400.0
Exports of goods and services (current US$)	1975	83862920263.9319
External balance on goods and services (% of GDP)	1975	-1.7103913346451298
External balance on goods and services (constant LCU)	1975	-5699056000.0
External balance on goods and services (current LCU)	1975	-10516111200.0
External balance on goods and services (current US$)	1975	-8360053422.370621
Fertility rate, total (births per woman)	1975	1.45
Final consumption expenditure (constant 2005 US$)	1975	1238396883790.49
Final consumption expenditure (constant LCU)	1975	1055075889900.0
Final consumption expenditure (current LCU)	1975	487718790300.0
Final consumption expenditure (current US$)	1975	387724612687.813
Final consumption expenditure, etc. (% of GDP)	1975	77.46263486901759
Final consumption expenditure, etc. (annual % growth)	1975	2.5299831942762
Final consumption expenditure, etc. (constant 2005 US$)	1975	1196211603183.43
Final consumption expenditure, etc. (constant LCU)	1975	1017519248200.0
Final consumption expenditure, etc. (current LCU)	1975	476268597500.0
Final consumption expenditure, etc. (current US$)	1975	378621987041.895
Fixed telephone subscriptions	1975	12834000.0
Fixed telephone subscriptions (per 100 people)	1975	16.0990955655058
Food exports (% of merchandise exports)	1975	4.55444090035666
Food imports (% of merchandise imports)	1975	14.6068563787678
Food production index (2004-2006 = 100)	1975	89.74
Foreign direct investment, net inflows (% of GDP)	1975	0.141269406160502
Foreign direct investment, net inflows (BoP, current US$)	1975	690496822.8767401
Forest rents (% of GDP)	1975	0.24893905574346104
Fossil fuel energy consumption (% of total)	1975	96.2297600227125
Fuel exports (% of merchandise exports)	1975	3.7118967694634404
Fuel imports (% of merchandise imports)	1975	25.634715172697398
GDP (constant LCU)	1975	1305662715100.0
GDP (current LCU)	1975	614836557400.0
GDP at market prices (constant 2005 US$)	1975	1539651852125.08
GDP at market prices (current US$)	1975	488780155338.262
GDP deflator (base year varies by country)	1975	47.08999884039039
GDP growth (annual %)	1975	-0.866738895212265
GDP per capita (constant 2005 US$)	1975	19570.1321962025
GDP per capita (constant LCU)	1975	16595.9544054664
GDP per capita (current LCU)	1975	7815.034737085859
GDP per capita (current US$)	1975	6212.76312670789
GDP per capita growth (annual %)	1975	-0.49643423552683397
General government final consumption expenditure (% of GDP)	1975	20.792688831095198
General government final consumption expenditure (annual % growth)	1975	4.48252008801384
General government final consumption expenditure (constant 2005 US$)	1975	325974976886.027
General government final consumption expenditure (constant LCU)	1975	276600819300.0
General government final consumption expenditure (current LCU)	1975	127841052200.0
General government final consumption expenditure (current US$)	1975	101630536767.629
GNI (constant 2005 US$)	1975	1547080620389.72
GNI (constant LCU)	1975	1312021183954.27
GNI (current LCU)	1975	620682229400.0
GNI (current US$)	1975	493427322839.65295
GNI growth (annual %)	1975	-0.782787385573229
GNI per capita (constant 2005 US$)	1975	19664.5574240834
GNI per capita (constant LCU)	1975	16676.7753234368
GNI per capita (current LCU)	1975	7889.337621635849
GNI per capita growth (annual %)	1975	-0.41216913149111206
GNI per capita, Atlas method (current US$)	1975	6730.0
GNI, Atlas method (current US$)	1975	529771731464.243
Gross capital formation (% of GDP)	1975	24.2477564656275
Gross capital formation (annual % growth)	1975	-6.553777676324169
Gross capital formation (constant 2005 US$)	1975	344148151098.23804
Gross capital formation (constant LCU)	1975	295716980300.0
Gross capital formation (current LCU)	1975	149084071100.0
Gross capital formation (current US$)	1975	118518221718.738
Gross domestic income (constant 2005 US$)	1975	1035800000000.0
Gross domestic income (constant LCU)	1975	1297498481503.58
Gross domestic savings (% of GDP)	1975	22.537365130982398
Gross domestic savings (constant LCU)	1975	227423201271.066
Gross domestic savings (current LCU)	1975	138567959900.0
Gross domestic savings (current US$)	1975	110158168296.36699
Gross fixed capital formation (% of GDP)	1975	23.650220086929398
Gross fixed capital formation (annual % growth)	1975	-4.49842563956516
Gross fixed capital formation (constant 2005 US$)	1975	329982798700.93396
Gross fixed capital formation (constant LCU)	1975	281718799300.0
Gross fixed capital formation (current LCU)	1975	145410199000.0
Gross fixed capital formation (current US$)	1975	115597582478.73401
Gross national expenditure (% of GDP)	1975	101.71039133464501
Gross national expenditure (constant 2005 US$)	1975	1546721781151.71
Gross national expenditure (constant LCU)	1975	1313236228500.0
Gross national expenditure (current LCU)	1975	625352668600.0
Gross national expenditure (current US$)	1975	497140208760.633
Gross national expenditure deflator (base year varies by country)	1975	47.6192062805249
Gross savings (% of GDP)	1975	22.2004884489683
Gross savings (% of GNI)	1975	21.991401145408897
Gross savings (current LCU)	1975	136496718905.621
Gross savings (current US$)	1975	108511581926.72
Gross value added at factor cost (constant 2005 US$)	1975	1365462757284.92
Gross value added at factor cost (constant LCU)	1975	1147559043700.0
Gross value added at factor cost (current LCU)	1975	561999697000.0
Gross value added at factor cost (current US$)	1975	446776132442.961
Household final consumption expenditure (annual % growth)	1975	3.7291423033533997
Household final consumption expenditure (constant 2005 US$)	1975	912759329531.103
Household final consumption expenditure (constant LCU)	1975	778451203000.0
Household final consumption expenditure (current LCU)	1975	360006980200.0
Household final consumption expenditure (current US$)	1975	286196820255.982
Household final consumption expenditure per capita (constant 2005 US$)	1975	11601.857080603
Household final consumption expenditure per capita growth (annual %)	1975	4.1166145231919105
Household final consumption expenditure, etc. (% of GDP)	1975	56.6699460379224
Household final consumption expenditure, etc. (annual % growth)	1975	1.81963673848861
Household final consumption expenditure, etc. (constant 2005 US$)	1975	870356351756.457
Household final consumption expenditure, etc. (constant LCU)	1975	740918428900.0
Household final consumption expenditure, etc. (current LCU)	1975	348427545300.0
Household final consumption expenditure, etc. (current US$)	1975	276991450274.26697
Imports of goods and services (% of GDP)	1975	18.8679864923074
Imports of goods and services (annual % growth)	1975	2.92207554091013
Imports of goods and services (constant 2005 US$)	1975	209140844317.058
Imports of goods and services (constant LCU)	1975	173609157000.0
Imports of goods and services (current LCU)	1975	116007278600.0
Imports of goods and services (current US$)	1975	92222973686.3026
Inflation, GDP deflator (annual %)	1975	5.66662366045014
Land area (sq. km)	1975	349130.0
Land under cereal production (hectares)	1975	7805553.0
Life expectancy at birth, female (years)	1975	74.647
Life expectancy at birth, male (years)	1975	68.311
Life expectancy at birth, total (years)	1975	71.4017317073171
Listed domestic companies, total	1975	471.0
Livestock production index (2004-2006 = 100)	1975	101.53
Manufactures exports (% of merchandise exports)	1975	86.2323140278325
Manufactures imports (% of merchandise imports)	1975	47.317446130015895
Market capitalization of listed domestic companies (% of GDP)	1975	10.5160386399952
Market capitalization of listed domestic companies (current US$)	1975	51400310000.0
Merchandise exports (current US$)	1975	90175600000.0
Merchandise exports by the reporting economy (current US$)	1975	90099000000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	1975	13.9135839465477
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	1975	1.5671650073807701
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	1975	3.02556077203965
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	1975	6.112165506831371
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	1975	0.6415165540128079
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	1975	3.4595278526953703
Merchandise exports to developing economies outside region (% of total merchandise exports)	1975	17.118946936148
Merchandise exports to economies in the Arab World (% of total merchandise exports)	1975	5.0855170423645095
Merchandise exports to high-income economies (% of total merchandise exports)	1975	68.96746911730429
Merchandise imports (current US$)	1975	74930500000.0
Merchandise imports by the reporting economy (current US$)	1975	74919700000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	1975	12.054239405657
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	1975	1.5065463422838101
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	1975	2.47064523750095
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	1975	5.8729546434382405
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	1975	0.4297934989061621
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	1975	4.05100394155342
Merchandise imports from developing economies outside region (% of total merchandise imports)	1975	15.4201097975566
Merchandise imports from economies in the Arab World (% of total merchandise imports)	1975	7.59346340148185
Merchandise imports from high-income economies (% of total merchandise imports)	1975	72.52565079678641
Merchandise trade (% of GDP)	1975	33.7792150922612
Mineral rents (% of GDP)	1975	0.00200720535367088
Mobile cellular subscriptions	1975	0.0
Mobile cellular subscriptions (per 100 people)	1975	0.0
Mortality rate, infant (per 1,000 live births)	1975	17.7
Mortality rate, under-5 (per 1,000)	1975	20.8
Natural gas rents (% of GDP)	1975	0.13616366926407303
Net current transfers from abroad (constant LCU)	1975	5930978909.255529
Net current transfers from abroad (current LCU)	1975	-4206055000.0
Net current transfers from abroad (current US$)	1975	-3343711741.79188
Net income from abroad (constant LCU)	1975	6268500000.0
Net income from abroad (current LCU)	1975	3027852400.0
Net income from abroad (current US$)	1975	2407069242.38811
Net secondary income (BoP, current US$)	1975	-6293753871.038011
Net taxes on products (constant LCU)	1975	164761343300.0
Net taxes on products (current LCU)	1975	52915863500.0
Net taxes on products (current US$)	1975	42066828444.2325
Number of infant deaths	1975	11864.0
Number of under-five deaths	1975	14852.0
Official entrance age to lower secondary education (years)	1975	10.0
Official entrance age to primary education (years)	1975	6.0
Official exchange rate (LCU per US$, period average)	1975	2.46029166608333
Oil rents (% of GDP)	1975	0.0863150270534122
Ores and metals exports (% of merchandise exports)	1975	2.76291686656255
Ores and metals imports (% of merchandise imports)	1975	6.103344067350191
Patent applications, nonresidents	1975	29897.0
Patent applications, residents	1975	30198.0
Permanent cropland (% of land area)	1975	1.34333915733394
Personal remittances, paid (current US$)	1975	4095520996.0
Personal remittances, received (% of GDP)	1975	0.0858741761128825
Personal remittances, received (current US$)	1975	419735931.4
Population ages 65 and above (% of total)	1975	14.89128644221
Population density (people per sq. km of land area)	1975	225.341717984705
Population growth (annual %)	1975	-0.37284635936089894
Population in largest city	1975	3130306.0
Population in the largest city (% of urban population)	1975	5.48353662506879
Population in urban agglomerations of more than 1 million	1975	7054977.0
Population in urban agglomerations of more than 1 million (% of total population)	1975	8.96740599770032
Population, ages 0-14 (% of total)	1975	21.6874128696403
Population, ages 15-64 (% of total)	1975	63.4213006881497
Population, female (% of total)	1975	52.540435243211
Population, total	1975	78673554.0
Portfolio equity, net inflows (BoP, current US$)	1975	774670550.341938
Real effective exchange rate index (2010 = 100)	1975	80.1
Rural population	1975	21588023.0
Rural population (% of total population)	1975	27.44
Rural population growth (annual %)	1975	-0.5803576232911569
Stocks traded, total value (% of GDP)	1975	2.3235538259814
Stocks traded, total value (current US$)	1975	11357070000.0
Surface area (sq. km)	1975	356970.0
Survival to age 65, female (% of cohort)	1975	83.02211
Survival to age 65, male (% of cohort)	1975	70.14001
Terms of trade adjustment (constant LCU)	1975	-8164233596.422179
Theoretical duration of primary education (years)	1975	4.0
Theoretical duration of secondary education (years)	1975	9.0
Total natural resources rents (% of GDP)	1975	0.652352304247598
Total reserves (includes gold, current US$)	1975	42710980445.1677
Total reserves minus gold (current US$)	1975	26215757195.1677
Trade (% of GDP)	1975	36.0255816499697
Trademark applications, direct nonresident	1975	3887.0
Trademark applications, direct resident	1975	13447.0
Trademark applications, total	1975	17334.0
Urban population	1975	57085531.0
Urban population (% of total)	1975	72.56
Urban population growth (annual %)	1975	-0.29425951981897197
Adjusted net national income (annual % growth)	1976	4.84011850830022
Adjusted net national income (constant 2005 US$)	1976	1375528402289.75
Adjusted net national income (current US$)	1976	448436696461.164
Adjusted net national income per capita (annual % growth)	1976	5.29060328273128
Adjusted net national income per capita (constant 2005 US$)	1976	17559.126341908202
Adjusted net national income per capita (current US$)	1976	5724.45948509821
Adjusted savings: consumption of fixed capital (% of GNI)	1976	13.9750807516415
Adjusted savings: consumption of fixed capital (current US$)	1976	73076396004.3708
Adjusted savings: education expenditure (% of GNI)	1976	4.1
Adjusted savings: education expenditure (current US$)	1976	21439105000.0
Adjusted savings: energy depletion (% of GNI)	1976	0.26492551933028896
Adjusted savings: energy depletion (current US$)	1976	1385308786.85405
Adjusted savings: gross savings (% of GNI)	1976	22.47313737
Adjusted savings: mineral depletion (% of GNI)	1976	0.0012619400486907
Adjusted savings: mineral depletion (current US$)	1976	6598747.61160609
Adjusted savings: natural resources depletion (% of GNI)	1976	0.26618745937898003
Adjusted savings: net forest depletion (% of GNI)	1976	0.0
Adjusted savings: net forest depletion (current US$)	1976	0.0
Adjusted savings: net national savings (% of GNI)	1976	8.49802621807579
Adjusted savings: net national savings (current US$)	1976	44436603995.6292
Adolescent fertility rate (births per 1,000 women ages 15-19)	1976	32.1544
Age dependency ratio (% of working-age population)	1976	56.7806990121671
Age dependency ratio, old (% of working-age population)	1976	23.830749506563897
Age dependency ratio, young (% of working-age population)	1976	32.9499495056032
Agricultural land (% of land area)	1976	53.7278377681666
Agricultural land (sq. km)	1976	187580.0
Agricultural machinery, tractors	1976	1579496.0
Agricultural machinery, tractors per 100 sq. km of arable land	1976	1306.77256556631
Agricultural raw materials exports (% of merchandise exports)	1976	1.3810858469079799
Agricultural raw materials imports (% of merchandise imports)	1976	4.42021946432826
Air transport, freight (million ton-km)	1976	1040.5
Air transport, passengers carried	1976	10418600.0
Air transport, registered carrier departures worldwide	1976	179300.0
Alternative and nuclear energy (% of total energy use)	1976	2.6294790793437497
Arable land (% of land area)	1976	34.6203419929539
Arable land (hectares per person)	1976	0.154295003826419
Arable land (hectares)	1976	12087000.0
Arms exports (SIPRI trend indicator values)	1976	1662000000.0
Arms imports (SIPRI trend indicator values)	1976	1395000000.0
Birth rate, crude (per 1,000 people)	1976	10.2
Cereal production (metric tons)	1976	27323692.0
Cereal yield (kg per hectare)	1976	3495.708
Changes in inventories (constant LCU)	1976	11497317500.0
Changes in inventories (current LCU)	1976	11497317500.0
Changes in inventories (current US$)	1976	8930648982.44524
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1976	40.4808959156785
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1976	23.950825389444297
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1976	3.7316903045803302
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1976	21.4727195225916
CO2 emissions from transport (% of total fuel combustion)	1976	10.3638688677052
Coal rents (% of GDP)	1976	0.0828104000952908
