#Country=Poland
#Region=EASTERN EUROPE
#Population=38536869
#Area (sq. mi.)=312685
#Pop. Density (per sq. mi.)=123,3
#Coastline (coast/area ratio)=0,16
#Net migration=-0,49
#Infant mortality (per 1000 births)=8,51
#GDP ($ per capita)=11100
#Literacy (%)=99,8
#Phones (per 1000)=306,3
#Arable (%)=45,91
#Crops (%)=1,12
#Other (%)=52,97
#Climate=3
#Birthrate=9,85
#Deathrate=9,89
#Agriculture=0,05
#Industry=0,311
#Service=0,64
indicator	year	value
Unemployment with primary education, male (% of male unemployment)	1994	25.5
Unemployment with secondary education (% of total unemployment)	1994	70.9000015258789
Unemployment with secondary education, female (% of female unemployment)	1994	71.1999969482422
Unemployment with secondary education, male (% of male unemployment)	1994	70.5
Unemployment with tertiary education (% of total unemployment)	1994	5.09999990463257
Unemployment with tertiary education, female (% of female unemployment)	1994	6.099999904632571
Unemployment with tertiary education, male (% of male unemployment)	1994	4.099999904632569
Unemployment, female (% of female labor force)	1994	15.8000001907349
Unemployment, female (% of female labor force) (national estimate)	1994	15.8999996185303
Unemployment, male (% of male labor force)	1994	13.1999998092651
Unemployment, male (% of male labor force) (national estimate)	1994	13.0
Unemployment, total (% of total labor force)	1994	14.3999996185303
Unemployment, total (% of total labor force) (national estimate)	1994	14.3999996185303
Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)	1994	34.0
Unemployment, youth female (% of female labor force ages 15-24) (national estimate)	1994	34.4000015258789
Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)	1994	30.2000007629395
Unemployment, youth male (% of male labor force ages 15-24) (national estimate)	1994	30.600000381469698
Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)	1994	31.899999618530302
Unemployment, youth total (% of total labor force ages 15-24) (national estimate)	1994	32.2999992370605
Urban population	1994	23684074.0
Urban population (% of total)	1994	61.449
Urban population growth (annual %)	1994	0.28426952176847
Wage and salaried workers, female (% of females employed)	1994	70.8000030517578
Wage and salaried workers, total (% of total employed)	1994	69.099998474121
Wage and salary workers, male (% of males employed)	1994	67.6999969482422
Wholesale price index (2010 = 100)	1994	39.886126695106896
Youth literacy rate, population 15-24 years, both sexes (%)	1994	99.9992
Youth literacy rate, population 15-24 years, female (%)	1994	99.99928
Youth literacy rate, population 15-24 years, gender parity index (GPI)	1994	1.0
Youth literacy rate, population 15-24 years, male (%)	1994	99.99913
Adjusted net national income (annual % growth)	1995	11.175666340873699
Adjusted net national income (constant 2005 US$)	1995	173063374192.642
Adjusted net national income (current US$)	1995	117898713187.30199
Adjusted net national income per capita (annual % growth)	1995	11.0248799247097
Adjusted net national income per capita (constant 2005 US$)	1995	4484.088176209821
Adjusted net national income per capita (current US$)	1995	3054.7666614026502
Adjusted net savings, excluding particulate emission damage (% of GNI)	1995	9.0487405647134
Adjusted net savings, excluding particulate emission damage (current US$)	1995	12594761017.2133
Adjusted savings: carbon dioxide damage (% of GNI)	1995	1.4613207985523102
Adjusted savings: carbon dioxide damage (current US$)	1995	2033983193.0889897
Adjusted savings: consumption of fixed capital (% of GNI)	1995	14.8752597088896
Adjusted savings: consumption of fixed capital (current US$)	1995	20704576483.6092
Adjusted savings: education expenditure (% of GNI)	1995	4.5
Adjusted savings: education expenditure (current US$)	1995	6263460000.0
Adjusted savings: energy depletion (% of GNI)	1995	0.0891179171513408
Adjusted savings: energy depletion (current US$)	1995	124041446.524608
Adjusted savings: gross savings (% of GNI)	1995	21.30535834
Adjusted savings: mineral depletion (% of GNI)	1995	0.17859219669833604
Adjusted savings: mineral depletion (current US$)	1995	248578906.74047998
Adjusted savings: natural resources depletion (% of GNI)	1995	0.42008673814447095
Adjusted savings: net forest depletion (% of GNI)	1995	0.152376624294794
Adjusted savings: net forest depletion (current US$)	1995	212089975.823437
Adjusted savings: net national savings (% of GNI)	1995	6.430148101410179
Adjusted savings: net national savings (current US$)	1995	8949994539.3908
Adolescent fertility rate (births per 1,000 women ages 15-19)	1995	23.1656
Age dependency ratio (% of working-age population)	1995	51.979246710581506
Age dependency ratio, old (% of working-age population)	1995	16.8383243983421
Age dependency ratio, young (% of working-age population)	1995	35.1409223122394
Agricultural land (% of land area)	1995	60.7985895719743
Agricultural land (sq. km)	1995	186220.0
Agricultural machinery, tractors	1995	1319388.0
Agricultural machinery, tractors per 100 sq. km of arable land	1995	928.4926108374381
Agricultural raw materials exports (% of merchandise exports)	1995	2.78077083612371
Agricultural raw materials imports (% of merchandise imports)	1995	3.24402221974174
Agriculture, value added (% of GDP)	1995	5.28518140657037
Agriculture, value added (current LCU)	1995	15710316800.0
Agriculture, value added (current US$)	1995	6478481154.639179
Air transport, freight (million ton-km)	1995	66.1999969482
Air transport, passengers carried	1995	1657300.0
Air transport, registered carrier departures worldwide	1995	32100.0
Alternative and nuclear energy (% of total energy use)	1995	0.163217132233933
Arable land (% of land area)	1995	46.3939403832969
Arable land (hectares per person)	1995	0.36818242612682595
Arable land (hectares)	1995	14210000.0
Armed forces personnel (% of total labor force)	1995	1.7398788882980503
Armed forces personnel, total	1995	302000.0
Arms exports (SIPRI trend indicator values)	1995	176000000.0
Arms imports (SIPRI trend indicator values)	1995	203000000.0
Binding coverage, all products (%)	1995	100.0
Binding coverage, manufactured products (%)	1995	100.0
Binding coverage, primary products (%)	1995	100.0
Birth rate, crude (per 1,000 people)	1995	11.2
Births attended by skilled health staff (% of total)	1995	99.6
Bound rate, simple mean, all products (%)	1995	5.47
Bound rate, simple mean, manufactured products (%)	1995	4.1
Bound rate, simple mean, primary products (%)	1995	10.36
Cereal production (metric tons)	1995	25905314.0
Cereal yield (kg per hectare)	1995	3022.362
Changes in inventories (current LCU)	1995	-38212700.0
Changes in inventories (current US$)	1995	-15757814.4329897
Chemicals (% of value added in manufacturing)	1995	8.51976084174014
CO2 emissions (kg per 2005 US$ of GDP)	1995	1.7034291973159799
CO2 emissions (kg per 2011 PPP $ of GDP)	1995	0.799827474596385
CO2 emissions (kg per PPP $ of GDP)	1995	1.19770770239423
CO2 emissions (kt)	1995	344191.954
CO2 emissions (metric tons per capita)	1995	8.918045649335179
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1995	55.0297466251925
CO2 emissions from gaseous fuel consumption (% of total)	1995	5.98538279601969
CO2 emissions from gaseous fuel consumption (kt)	1995	20601.206
CO2 emissions from liquid fuel consumption (% of total)	1995	12.308495450768099
CO2 emissions from liquid fuel consumption (kt)	1995	42364.851
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1995	19.699211789931397
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1995	4.01352942952919
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1995	14.5682964394649
CO2 emissions from solid fuel consumption (% of total)	1995	79.69039653960071
CO2 emissions from solid fuel consumption (kt)	1995	274287.933
CO2 emissions from transport (% of total fuel combustion)	1995	6.68921571588198
CO2 intensity (kg per kg of oil equivalent energy use)	1995	3.45991966827662
Coal rents (% of GDP)	1995	0.0
Combustible renewables and waste (% of total energy)	1995	4.62341316830572
Consumer price index (2010 = 100)	1995	41.650194548291005
Contributing family workers, female (% of females employed)	1995	7.699999809265139
Contributing family workers, male (% of males employed)	1995	4.59999990463257
Contributing family workers, total (% of total employed)	1995	6.0
Crop production index (2004-2006 = 100)	1995	114.3
Death rate, crude (per 1,000 people)	1995	10.0
DEC alternative conversion factor (LCU per US$)	1995	2.425
Deposit interest rate (%)	1995	26.783333333333303
Discrepancy in expenditure estimate of GDP (constant LCU)	1995	-2827212800.0
Discrepancy in expenditure estimate of GDP (current LCU)	1995	-312295699.999992
Electric power consumption (kWh per capita)	1995	3060.8888747707697
Electric power transmission and distribution losses (% of output)	1995	13.1857386786533
Electricity production from coal sources (% of total)	1995	97.0571065804644
Electricity production from hydroelectric sources (% of total)	1995	1.3769501320763
Electricity production from natural gas sources (% of total)	1995	0.18826345208038398
Electricity production from nuclear sources (% of total)	1995	0.0
Electricity production from oil sources (% of total)	1995	1.1113381299163798
Electricity production from oil, gas and coal sources (% of total)	1995	98.35670816246109
Electricity production from renewable sources, excluding hydroelectric (% of total)	1995	0.049619824579326
Electricity production from renewable sources, excluding hydroelectric (kWh)	1995	68000000.0
Employment in agriculture (% of total employment)	1995	22.600000381469698
Employment in agriculture, female (% of female employment)	1995	22.5
Employment in agriculture, male (% of male employment)	1995	22.7000007629395
Employment in industry (% of total employment)	1995	32.0
Employment in industry, female (% of female employment)	1995	21.0
Employment in industry, male (% of male employment)	1995	41.0999984741211
Employment in services (% of total employment)	1995	45.2999992370605
Employment in services, female (% of female employment)	1995	56.5
Employment in services, male (% of male employment)	1995	36.0999984741211
Employment to population ratio, 15+, female (%) (modeled ILO estimate)	1995	43.5999984741211
Employment to population ratio, 15+, female (%) (national estimate)	1995	43.9000015258789
Employment to population ratio, 15+, male (%) (modeled ILO estimate)	1995	58.2999992370605
Employment to population ratio, 15+, male (%) (national estimate)	1995	58.7000007629395
Employment to population ratio, 15+, total (%) (modeled ILO estimate)	1995	50.7000007629395
Employment to population ratio, 15+, total (%) (national estimate)	1995	50.9000015258789
Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)	1995	22.600000381469698
Employment to population ratio, ages 15-24, female (%) (national estimate)	1995	23.5
Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)	1995	31.100000381469698
Employment to population ratio, ages 15-24, male (%) (national estimate)	1995	31.100000381469698
Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)	1995	26.899999618530302
Employment to population ratio, ages 15-24, total (%) (national estimate)	1995	27.2999992370605
Energy imports, net (% of energy use)	1995	0.11905638728314
Energy intensity level of primary energy (MJ/$2011 PPP GDP)	1995	9.916676952745311
Energy use (kg of oil equivalent per capita)	1995	2577.52968402797
Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)	1995	231.16937711874002
Enrolment in primary education, both sexes (number)	1995	3841339.0
Enrolment in secondary education, both sexes (number)	1995	3641860.0
Enrolment in secondary general, both sexes (number)	1995	1911795.0
Enrolment in secondary vocational, both sexes (number)	1995	1730065.0
Export value index (2000 = 100)	1995	72.1165211469
Exports as a capacity to import (constant LCU)	1995	148066244763.055
Exports of goods and services (% of GDP)	1995	23.2995144231488
Exports of goods and services (annual % growth)	1995	22.850053031497
Exports of goods and services (constant 2005 US$)	1995	43360703755.2156
Exports of goods and services (constant LCU)	1995	140293557000.0
Exports of goods and services (current LCU)	1995	78769222100.0
Exports of goods and services (current US$)	1995	32482153443.299
External balance on goods and services (% of GDP)	1995	2.2077737256974
External balance on goods and services (constant LCU)	1995	6257508700.0
External balance on goods and services (current LCU)	1995	7463873100.0
External balance on goods and services (current US$)	1995	3077885814.43299
External resources for health (% of total expenditure on health)	1995	0.0756039
Female legislators, senior officials and managers (% of total)	1995	34.657836644591605
Fertility rate, total (births per woman)	1995	1.62
Final consumption expenditure (constant 2005 US$)	1995	167641753268.428
Final consumption expenditure (constant LCU)	1995	542404892700.0
Final consumption expenditure (current LCU)	1995	267909569500.0
Final consumption expenditure (current US$)	1995	110478172989.691
Final consumption expenditure, etc. (% of GDP)	1995	79.25530386516371
Final consumption expenditure, etc. (annual % growth)	1995	4.16994192139937
Final consumption expenditure, etc. (constant 2005 US$)	1995	166767943099.984
Final consumption expenditure, etc. (constant LCU)	1995	539577679900.0
Final consumption expenditure, etc. (current LCU)	1995	267940289200.0
Final consumption expenditure, etc. (current US$)	1995	110490840907.217
Fixed telephone subscriptions	1995	5728497.0
Fixed telephone subscriptions (per 100 people)	1995	14.8869855401647
Food exports (% of merchandise exports)	1995	10.4196248441233
Food imports (% of merchandise imports)	1995	9.54673059839955
Food production index (2004-2006 = 100)	1995	91.23
Food, beverages and tobacco (% of value added in manufacturing)	1995	18.2054634850257
Foreign direct investment, net inflows (% of GDP)	1995	2.6246081074372003
Foreign direct investment, net inflows (BoP, current US$)	1995	3659000000.0
Forest area (% of land area)	1995	29.285970811975602
Forest area (sq. km)	1995	89700.0
Forest rents (% of GDP)	1995	0.527173993770385
Fossil fuel energy consumption (% of total)	1995	95.4555164607214
Fuel exports (% of merchandise exports)	1995	8.01797729367365
Fuel imports (% of merchandise imports)	1995	9.17381931301807
GDP (constant LCU)	1995	653759527500.0
GDP (current LCU)	1995	338072376400.0
GDP at market prices (constant 2005 US$)	1995	202058268428.37302
GDP at market prices (current US$)	1995	139411289237.113
GDP deflator (base year varies by country)	1995	51.712038169875896
GDP growth (annual %)	1995	6.95185663018788
GDP per capita (constant 2005 US$)	1995	5235.3485917624
GDP per capita (constant LCU)	1995	16938.9703686472
GDP per capita (current LCU)	1995	8759.48682261883
GDP per capita (current US$)	1995	3612.15951448199
GDP per capita growth (annual %)	1995	6.8067989238197
GDP per capita, PPP (constant 2011 international $)	1995	11149.9616262063
GDP per capita, PPP (current international $)	1995	7445.92827741518
GDP per person employed (constant 1990 PPP $)	1995	15325.0
GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)	1995	4.32583248033908
GDP per unit of energy use (PPP $ per kg of oil equivalent)	1995	2.8887846854121397
GDP, PPP (constant 2011 international $)	1995	430332746663.509
GDP, PPP (current international $)	1995	287375586974.982
General government final consumption expenditure (% of GDP)	1995	19.463904948609102
General government final consumption expenditure (annual % growth)	1995	4.7947216918868305
General government final consumption expenditure (constant 2005 US$)	1995	42953305547.8288
General government final consumption expenditure (constant LCU)	1995	138975420100.0
General government final consumption expenditure (current LCU)	1995	65802086000.0
General government final consumption expenditure (current US$)	1995	27134880824.7423
GHG net emissions/removals by LUCF (Mt of CO2 equivalent)	1995	-9.8877921438014
GNI (current LCU)	1995	337528900000.0
GNI (current US$)	1995	139187175257.732
GNI per capita (current LCU)	1995	8745.40529837571
GNI per capita, Atlas method (current US$)	1995	3220.0
GNI per capita, PPP (current international $)	1995	7430.0
GNI, Atlas method (current US$)	1995	124273087618.225
GNI, PPP (current international $)	1995	286913609421.181
Government expenditure on education as % of GDP (%)	1995	4.41976
Grants, excluding technical cooperation (BoP, current US$)	1995	3407700000.0
Gross capital formation (% of GDP)	1995	18.5369224091389
Gross capital formation (annual % growth)	1995	24.069498096759897
Gross capital formation (constant 2005 US$)	1995	33356309349.405
Gross capital formation (constant LCU)	1995	107924338900.0
Gross capital formation (current LCU)	1995	62668214100.0
Gross capital formation (current US$)	1995	25842562515.4639
Gross domestic income (constant 2005 US$)	1995	134150000000.0
Gross domestic income (constant LCU)	1995	661532215263.054
Gross domestic savings (% of GDP)	1995	20.744696134836303
Gross domestic savings (constant LCU)	1995	122097287885.077
Gross domestic savings (current LCU)	1995	70132087200.0
Gross domestic savings (current US$)	1995	28920448329.8969
Gross enrolment ratio, pre-primary, both sexes (%)	1995	45.30122
Gross enrolment ratio, primary and secondary, gender parity index (GPI)	1995	0.99209
Gross enrolment ratio, primary, both sexes (%)	1995	97.31445
Gross enrolment ratio, primary, female (%)	1995	96.51298
Gross enrolment ratio, primary, gender parity index (GPI)	1995	0.984
Gross enrolment ratio, primary, male (%)	1995	98.08277
Gross enrolment ratio, secondary, both sexes (%)	1995	93.83703
Gross enrolment ratio, secondary, female (%)	1995	93.87221
Gross enrolment ratio, secondary, gender parity index (GPI)	1995	1.00074
Gross enrolment ratio, secondary, male (%)	1995	93.80324
Gross enrolment ratio, tertiary, both sexes (%)	1995	31.12521
Gross enrolment ratio, tertiary, female (%)	1995	36.58486
Gross enrolment ratio, tertiary, gender parity index (GPI)	1995	1.41347
Gross enrolment ratio, tertiary, male (%)	1995	25.88301
Gross fixed capital formation (% of GDP)	1995	17.4412422061467
Gross fixed capital formation (annual % growth)	1995	16.5502273031985
Gross fixed capital formation (constant 2005 US$)	1995	31332466944.8308
Gross fixed capital formation (constant LCU)	1995	101376196800.0
Gross fixed capital formation (current LCU)	1995	58964022000.0
Gross fixed capital formation (current US$)	1995	24315060618.5567
Gross intake ratio to Grade 1 of primary education, both sexes (%)	1995	94.30002
Gross national expenditure (% of GDP)	1995	97.79222627430259
Gross national expenditure (constant 2005 US$)	1995	200124252449.39
Gross national expenditure (constant LCU)	1995	647502018800.0
Gross national expenditure (current LCU)	1995	330608503300.0
Gross national expenditure (current US$)	1995	136333403422.68
Gross national expenditure deflator (base year varies by country)	1995	51.0590691149827
Gross savings (% of GDP)	1995	21.271114063136498
Gross savings (% of GNI)	1995	21.3053640147555
Gross savings (current LCU)	1995	71911760800.0
Gross savings (current US$)	1995	29654334350.5155
Gross value added at factor cost (constant 2005 US$)	1995	180638965971.256
Gross value added at factor cost (constant LCU)	1995	584457374400.0
Gross value added at factor cost (current LCU)	1995	297252177200.0
Gross value added at factor cost (current US$)	1995	122578217402.062
Health expenditure per capita (current US$)	1995	197.37968854
Health expenditure per capita, PPP (constant 2011 international $)	1995	406.07842372
Health expenditure, private (% of GDP)	1995	1.4844820320624599
Health expenditure, public (% of GDP)	1995	3.99143590793754
Health expenditure, public (% of government expenditure)	1995	8.36518443
Health expenditure, public (% of total health expenditure)	1995	72.89071808
Health expenditure, total (% of GDP)	1995	5.47591794
High-technology exports (% of manufactured exports)	1995	2.5758934563023703
High-technology exports (current US$)	1995	418829001.0
Hospital beds (per 1,000 people)	1995	5.5
Household final consumption expenditure (annual % growth)	1995	3.16786682026292
Household final consumption expenditure (constant 2005 US$)	1995	125182153299.335
Household final consumption expenditure (constant LCU)	1995	405026857000.0
Household final consumption expenditure (current LCU)	1995	202450498900.0
Household final consumption expenditure (current US$)	1995	83484741814.433
Household final consumption expenditure per capita (constant 2005 US$)	1995	3243.48127442151
Household final consumption expenditure per capita growth (annual %)	1995	3.02794130046955
Household final consumption expenditure, etc. (% of GDP)	1995	59.791398916554606
Household final consumption expenditure, etc. (annual % growth)	1995	4.02140963926938
Household final consumption expenditure, etc. (constant 2005 US$)	1995	123906324339.36
Household final consumption expenditure, etc. (constant LCU)	1995	400898912400.0
Household final consumption expenditure, etc. (current LCU)	1995	202138203200.0
Household final consumption expenditure, etc. (current US$)	1995	83355960082.4742
Household final consumption expenditure, PPP (constant 2011 international $)	1995	250656111043.591
Household final consumption expenditure, PPP (current international $)	1995	155549040968.958
Immunization, DPT (% of children ages 12-23 months)	1995	96.0
Immunization, measles (% of children ages 12-23 months)	1995	96.0
Import value index (2000 = 100)	1995	59.25069228979999
Imports of goods and services (% of GDP)	1995	21.0917406974514
Imports of goods and services (annual % growth)	1995	24.223548122072202
Imports of goods and services (constant 2005 US$)	1995	41426687776.2324
Imports of goods and services (constant LCU)	1995	134036048300.0
Imports of goods and services (current LCU)	1995	71305349000.0
Imports of goods and services (current US$)	1995	29404267628.866
Improved sanitation facilities, urban (% of urban population with access)	1995	94.0
Improved water source (% of population with access)	1995	95.0
Improved water source, rural (% of rural population with access)	1995	88.9
Improved water source, urban (% of urban population with access)	1995	98.9
Incidence of tuberculosis (per 100,000 people)	1995	46.0
Industry, value added (% of GDP)	1995	37.414206532513205
Industry, value added (current LCU)	1995	111214543500.0
Industry, value added (current US$)	1995	45861667422.6804
Inflation, consumer prices (annual %)	1995	28.0716964773733
Inflation, GDP deflator (annual %)	1995	27.9783099304147
Intentional homicides (per 100,000 people)	1995	2.22182989284841
Interest rate spread (lending rate minus deposit rate, %)	1995	6.6666666666667
International migrant stock (% of population)	1995	2.49669659265172
International migrant stock, total	1995	963600.0
International tourism, expenditures (current US$)	1995	5865000000.0
International tourism, expenditures for passenger transport items (current US$)	1995	365000000.0
International tourism, expenditures for travel items (current US$)	1995	5500000000.0
International tourism, number of arrivals	1995	19215000.0
International tourism, number of departures	1995	36387000.0
International tourism, receipts (current US$)	1995	6927000000.0
International tourism, receipts for passenger transport items (current US$)	1995	313000000.0
International tourism, receipts for travel items (current US$)	1995	6614000000.0
Internet users (per 100 people)	1995	0.647752333087308
Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	1995	33.9000015258789
Labor force participation rate for ages 15-24, female (%) (national estimate)	1995	35.5999984741211
Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)	1995	43.5
Labor force participation rate for ages 15-24, male (%) (national estimate)	1995	43.9000015258789
Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)	1995	38.7999992370605
Labor force participation rate for ages 15-24, total (%) (national estimate)	1995	39.7000007629395
Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)	1995	51.0999984741211
Labor force participation rate, female (% of female population ages 15+) (national estimate)	1995	51.5
Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)	1995	60.0
Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)	1995	66.5
Labor force participation rate, male (% of male population ages 15+) (national estimate)	1995	66.8000030517578
Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)	1995	72.9000015258789
Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)	1995	58.5
Labor force participation rate, total (% of total population ages 15+) (national estimate)	1995	58.7999992370605
Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)	1995	66.40000152587889
Labor force with primary education (% of total)	1995	21.5
Labor force with primary education, female (% of female labor force)	1995	21.600000381469698
Labor force with primary education, male (% of male labor force)	1995	21.5
Labor force with secondary education (% of total)	1995	64.6999969482422
Labor force with secondary education, female (% of female labor force)	1995	61.5
Labor force with secondary education, male (% of male labor force)	1995	67.3000030517578
Labor force with tertiary education (% of total)	1995	13.8000001907349
Labor force with tertiary education, female (% of female labor force)	1995	16.8999996185303
Labor force with tertiary education, male (% of male labor force)	1995	11.1999998092651
Labor force, female (% of total labor force)	1995	45.662366707705495
Labor force, total	1995	17357530.0
Land area (sq. km)	1995	306290.0
Land under cereal production (hectares)	1995	8571214.0
Lending interest rate (%)	1995	33.45
Life expectancy at birth, female (years)	1995	76.4
Life expectancy at birth, male (years)	1995	67.6
Life expectancy at birth, total (years)	1995	71.8926829268293
Lifetime risk of maternal death (%)	1995	0.0208159897350182
Lifetime risk of maternal death (1 in: rate varies by country)	1995	4800.0
Listed domestic companies, total	1995	65.0
Livestock production index (2004-2006 = 100)	1995	89.98
Long-term unemployment (% of total unemployment)	1995	40.0
Long-term unemployment, female (% of female unemployment)	1995	43.7000007629395
Long-term unemployment, male (% of male unemployment)	1995	36.2000007629395
Lower secondary completion rate, both sexes (%)	1995	94.05128
Machinery and transport equipment (% of value added in manufacturing)	1995	16.696514017967
Manufactures exports (% of merchandise exports)	1995	71.14596831941391
Manufactures imports (% of merchandise imports)	1995	74.383263437293
Manufacturing, value added (% of GDP)	1995	21.2259123194069
Manufacturing, value added (current LCU)	1995	63094486500.0
Manufacturing, value added (current US$)	1995	26018344948.4536
Marine protected areas (% of territorial waters)	1995	4.00208574936567
Market capitalization of listed domestic companies (% of GDP)	1995	3.27391707298331
Market capitalization of listed domestic companies (current US$)	1995	4564210000.0
Maternal mortality ratio (modeled estimate, per 100,000 live births)	1995	13.0
Merchandise exports (current US$)	1995	22895000000.0
Merchandise exports by the reporting economy (current US$)	1995	22898722000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	1995	2.7119417406787996
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	1995	1.1233945719765501
Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)	1995	5.520019850889501
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	1995	0.868039709814373
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	1995	1.29729073963167
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	1995	0.558109749531
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	1995	0.33228491965621504
Merchandise exports to developing economies outside region (% of total merchandise exports)	1995	9.699139541499301
Merchandise exports to economies in the Arab World (% of total merchandise exports)	1995	1.51499721250819
Merchandise exports to high-income economies (% of total merchandise exports)	1995	87.5889187178219
Merchandise imports (current US$)	1995	29050000000.0
Merchandise imports by the reporting economy (current US$)	1995	29049742000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	1995	2.74780753646624
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	1995	2.8935127892013597
Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)	1995	3.01623677070867
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	1995	1.2665172723392901
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	1995	1.1125434435872101
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	1995	0.537853313809121
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	1995	1.0647977527649
Merchandise imports from developing economies outside region (% of total merchandise imports)	1995	9.891461342410551
Merchandise imports from economies in the Arab World (% of total merchandise imports)	1995	0.613375499169666
Merchandise imports from high-income economies (% of total merchandise imports)	1995	87.3607311211232
Merchandise trade (% of GDP)	1995	37.260253659695294
Military expenditure (% of GDP)	1995	1.9505882350463501
Military expenditure (current LCU)	1995	6594400000.0
Mineral rents (% of GDP)	1995	0.39879082952829803
Mobile cellular subscriptions	1995	75000.0
Mobile cellular subscriptions (per 100 people)	1995	0.19490695648655398
Mortality rate, adult, female (per 1,000 female adults)	1995	93.762
Mortality rate, adult, male (per 1,000 male adults)	1995	249.832
Mortality rate, infant (per 1,000 live births)	1995	12.6
Mortality rate, neonatal (per 1,000 live births)	1995	9.7
Mortality rate, under-5 (per 1,000)	1995	14.5
Natural gas rents (% of GDP)	1995	0.144056565686345
Net bilateral aid flows from DAC donors, Australia (current US$)	1995	220000.0
Net bilateral aid flows from DAC donors, Austria (current US$)	1995	189800000.0
Net bilateral aid flows from DAC donors, Belgium (current US$)	1995	430000.0
Net bilateral aid flows from DAC donors, Canada (current US$)	1995	157230000.0
Net bilateral aid flows from DAC donors, Denmark (current US$)	1995	4900000.0
Net bilateral aid flows from DAC donors, European Union institutions (current US$)	1995	306170000.0
Net bilateral aid flows from DAC donors, Finland (current US$)	1995	4550000.0
Net bilateral aid flows from DAC donors, France (current US$)	1995	291890000.0
Net bilateral aid flows from DAC donors, Germany (current US$)	1995	2676350000.0
Net bilateral aid flows from DAC donors, Ireland (current US$)	1995	240000.0
Net bilateral aid flows from DAC donors, Italy (current US$)	1995	7440000.0
Net bilateral aid flows from DAC donors, Japan (current US$)	1995	103160000.0
Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)	1995	390000.0
Net bilateral aid flows from DAC donors, Luxembourg (current US$)	1995	50000.0
Net bilateral aid flows from DAC donors, Netherlands (current US$)	1995	3750000.0
Net bilateral aid flows from DAC donors, Norway (current US$)	1995	3380000.0
Net bilateral aid flows from DAC donors, Spain (current US$)	1995	-4320000.0
Net bilateral aid flows from DAC donors, Sweden (current US$)	1995	7550000.0
Net bilateral aid flows from DAC donors, Switzerland (current US$)	1995	8450000.0
Net bilateral aid flows from DAC donors, Total (current US$)	1995	3784700000.0
Net bilateral aid flows from DAC donors, United Kingdom (current US$)	1995	19070000.0
Net bilateral aid flows from DAC donors, United States (current US$)	1995	4000000.0
Net financial flows, IBRD (NFL, current US$)	1995	191256840.89
Net financial flows, IDA (NFL, current US$)	1995	0.0
Net official aid received (constant 2012 US$)	1995	4397130000.0
Net official aid received (current US$)	1995	3788880000.0
Net official development assistance and official aid received (constant 2012 US$)	1995	4397130000.0
Net official development assistance and official aid received (current US$)	1995	3788880000.0
Net official flows from UN agencies, UNFPA (current US$)	1995	190000.0
Net official flows from UN agencies, UNHCR (current US$)	1995	460000.0
Net official flows from UN agencies, UNTA (current US$)	1995	960000.0
Net secondary income (BoP, current US$)	1995	958000000.0
Net taxes on products (constant LCU)	1995	69862319100.0
Net taxes on products (current LCU)	1995	40841632600.0
Net taxes on products (current US$)	1995	16841910350.5155
Number of infant deaths	1995	6428.0
Number of maternal deaths	1995	60.0
Number of neonatal deaths	1995	4947.0
Number of under-five deaths	1995	7419.0
