#Country=France
#Region=WESTERN EUROPE
#Population=60876136
#Area (sq. mi.)=547030
#Pop. Density (per sq. mi.)=111,3
#Coastline (coast/area ratio)=0,63
#Net migration=0,66
#Infant mortality (per 1000 births)=4,26
#GDP ($ per capita)=27600
#Literacy (%)=99,0
#Phones (per 1000)=586,4
#Arable (%)=33,53
#Crops (%)=2,07
#Other (%)=64,4
#Climate=4
#Birthrate=11,99
#Deathrate=9,14
#Agriculture=0,022
#Industry=0,214
#Service=0,764
indicator	year	value
Agriculture, value added (constant LCU)	1987	23740000000.0
Agriculture, value added (current LCU)	1987	26644000000.0
Agriculture, value added (current US$)	1987	29077812943.3592
Air transport, freight (million ton-km)	1987	3385.6000976563
Air transport, passengers carried	1987	27950200.0
Air transport, registered carrier departures worldwide	1987	314400.0
Alternative and nuclear energy (% of total energy use)	1987	35.559236022394295
Annual freshwater withdrawals, total (% of internal resources)	1987	17.445
Annual freshwater withdrawals, total (billion cubic meters)	1987	34.89
Arable land (% of land area)	1987	33.177735651957896
Arable land (hectares per person)	1987	0.316043513069896
Arable land (hectares)	1987	18167000.0
Arms exports (SIPRI trend indicator values)	1987	1785000000.0
Arms imports (SIPRI trend indicator values)	1987	84000000.0
Average precipitation in depth (mm per year)	1987	867.0
Birth rate, crude (per 1,000 people)	1987	14.0
Cereal production (metric tons)	1987	52939096.0
Cereal yield (kg per hectare)	1987	5706.211
Changes in inventories (constant LCU)	1987	3489000000.0
Changes in inventories (current LCU)	1987	3489000000.0
Changes in inventories (current US$)	1987	3807704900.1418705
Chemicals (% of value added in manufacturing)	1987	8.938769737261461
CO2 emissions (kg per 2005 US$ of GDP)	1987	0.25731971541099696
CO2 emissions (kt)	1987	377491.981
CO2 emissions (metric tons per capita)	1987	6.5670662096633805
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1987	15.3769754330617
CO2 emissions from gaseous fuel consumption (% of total)	1987	13.947524358139901
CO2 emissions from gaseous fuel consumption (kt)	1987	52650.786
CO2 emissions from liquid fuel consumption (% of total)	1987	63.8333835229204
CO2 emissions from liquid fuel consumption (kt)	1987	240965.904
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1987	24.6574942307131
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1987	2.5414074138988703
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1987	28.215464610171498
CO2 emissions from solid fuel consumption (% of total)	1987	19.1076615214245
CO2 emissions from solid fuel consumption (kt)	1987	72129.89
CO2 emissions from transport (% of total fuel combustion)	1987	29.2057371542079
CO2 intensity (kg per kg of oil equivalent energy use)	1987	1.7793785983806203
Coal rents (% of GDP)	1987	0.0
Combustible renewables and waste (% of total energy)	1987	5.21571080157321
Consumer price index (2010 = 100)	1987	64.7910746134609
Contributing family workers, female (% of females employed)	1987	7.099999904632571
Contributing family workers, male (% of males employed)	1987	1.1000000238418601
Contributing family workers, total (% of total employed)	1987	3.70000004768372
Crop production index (2004-2006 = 100)	1987	97.67
Death rate, crude (per 1,000 people)	1987	9.6
DEC alternative conversion factor (LCU per US$)	1987	0.9163
Deposit interest rate (%)	1987	4.5
Discrepancy in expenditure estimate of GDP (constant LCU)	1987	-10512000000.0
Discrepancy in expenditure estimate of GDP (current LCU)	1987	0.0
Electric power consumption (kWh per capita)	1987	5634.2101906993
Electric power transmission and distribution losses (% of output)	1987	6.6408636655846
Electricity production from coal sources (% of total)	1987	8.3128343808608
Electricity production from hydroelectric sources (% of total)	1987	18.72745336599
Electricity production from natural gas sources (% of total)	1987	0.647111640040166
Electricity production from nuclear sources (% of total)	1987	70.5341061836883
Electricity production from oil sources (% of total)	1987	1.5325069997502898
Electricity production from oil, gas and coal sources (% of total)	1987	10.4924530206513
Electricity production from renewable sources, excluding hydroelectric (% of total)	1987	0.245987429670441
Electricity production from renewable sources, excluding hydroelectric (kWh)	1987	926000000.0
Employers, female (% of employment)	1987	2.09999990463257
Employers, male (% of employment)	1987	6.099999904632571
Employers, total (% of employment)	1987	4.40000009536743
Employment in agriculture (% of total employment)	1987	6.599999904632571
Employment in agriculture, female (% of female employment)	1987	5.400000095367429
Employment in agriculture, male (% of male employment)	1987	7.400000095367429
Employment in industry (% of total employment)	1987	30.399999618530302
Employment in industry, female (% of female employment)	1987	17.7999992370605
Employment in industry, male (% of male employment)	1987	39.5
Employment in services (% of total employment)	1987	63.0999984741211
Employment in services, female (% of female employment)	1987	76.8000030517578
Employment in services, male (% of male employment)	1987	53.0999984741211
Employment to population ratio, 15+, female (%) (national estimate)	1987	40.5999984741211
Employment to population ratio, 15+, male (%) (national estimate)	1987	62.0
Employment to population ratio, 15+, total (%) (national estimate)	1987	50.7000007629395
Employment to population ratio, ages 15-24, female (%) (national estimate)	1987	33.9000015258789
Employment to population ratio, ages 15-24, male (%) (national estimate)	1987	42.5
Employment to population ratio, ages 15-24, total (%) (national estimate)	1987	38.0
Energy imports, net (% of energy use)	1987	51.092654998999606
Energy use (kg of oil equivalent per capita)	1987	3690.6514530634204
Enrolment in primary education, both sexes (number)	1987	4118403.0
Enrolment in secondary education, both sexes (number)	1987	5389806.0
Enrolment in secondary general, both sexes (number)	1987	4063697.0
Enrolment in secondary vocational, both sexes (number)	1987	1326109.0
Exports as a capacity to import (constant LCU)	1987	178533613251.88
Exports of goods and services (% of GDP)	1987	19.431699632600502
Exports of goods and services (annual % growth)	1987	2.8348133328653504
Exports of goods and services (constant 2005 US$)	1987	206976614111.93698
Exports of goods and services (constant LCU)	1987	175792000000.0
Exports of goods and services (current LCU)	1987	167079000000.0
Exports of goods and services (current US$)	1987	182340936374.55
External balance on goods and services (% of GDP)	1987	-1.110107033159
External balance on goods and services (constant LCU)	1987	-12595366000.0
External balance on goods and services (current LCU)	1987	-9545000000.0
External balance on goods and services (current US$)	1987	-10416894030.3394
Fertility rate, total (births per woman)	1987	1.83
Final consumption expenditure (constant 2005 US$)	1987	1192799125983.88
Final consumption expenditure (constant LCU)	1987	1029947000000.0
Final consumption expenditure (current LCU)	1987	678805000000.0
Final consumption expenditure (current US$)	1987	740810869802.466
Final consumption expenditure, etc. (% of GDP)	1987	78.9466950909892
Final consumption expenditure, etc. (annual % growth)	1987	2.78158101156833
Final consumption expenditure, etc. (constant 2005 US$)	1987	1180627326634.56
Final consumption expenditure, etc. (constant LCU)	1987	1019435000000.0
Final consumption expenditure, etc. (current LCU)	1987	678805000000.0
Final consumption expenditure, etc. (current US$)	1987	740810869802.466
Fixed telephone subscriptions	1987	24803608.0
Fixed telephone subscriptions (per 100 people)	1987	44.283307598297604
Food exports (% of merchandise exports)	1987	16.1765080954453
Food imports (% of merchandise imports)	1987	11.080926934867001
Food production index (2004-2006 = 100)	1987	101.7
Food, beverages and tobacco (% of value added in manufacturing)	1987	12.5691240287501
Foreign direct investment, net inflows (% of GDP)	1987	0.547729078681887
Foreign direct investment, net inflows (BoP, current US$)	1987	5139716801.656779
Forest rents (% of GDP)	1987	0.16881641550924498
Fossil fuel energy consumption (% of total)	1987	60.418524016003
Fuel exports (% of merchandise exports)	1987	2.21232867261153
Fuel imports (% of merchandise imports)	1987	10.749810156178999
GDP (constant LCU)	1987	1280326000000.0
GDP (current LCU)	1987	859827000000.0
GDP at market prices (constant 2005 US$)	1987	1467015383555.28
GDP at market prices (current US$)	1987	938368438284.405
GDP deflator (base year varies by country)	1987	67.1568803570341
GDP growth (annual %)	1987	2.57740218370139
GDP per capita (constant 2005 US$)	1987	25521.037900940897
GDP per capita (constant LCU)	1987	22273.2827057152
GDP per capita (current LCU)	1987	14958.041818261101
GDP per capita (current US$)	1987	16324.3935591631
GDP per capita growth (annual %)	1987	1.95300734693981
GDP per person employed (constant 1990 PPP $)	1987	40343.0
General government final consumption expenditure (% of GDP)	1987	21.939413393624502
General government final consumption expenditure (annual % growth)	1987	2.72852133727601
General government final consumption expenditure (constant 2005 US$)	1987	364177273181.742
General government final consumption expenditure (constant LCU)	1987	317878000000.0
General government final consumption expenditure (current LCU)	1987	188641000000.0
General government final consumption expenditure (current US$)	1987	205872530830.51398
GNI (constant 2005 US$)	1987	1479558042851.95
GNI (constant LCU)	1987	1291258281213.34
GNI (current LCU)	1987	867175000000.0
GNI (current US$)	1987	946387645967.478
GNI growth (annual %)	1987	2.89506040452375
GNI per capita (constant 2005 US$)	1987	25739.237169249198
GNI per capita (constant LCU)	1987	22463.466916676298
GNI per capita (current LCU)	1987	15085.871825088701
GNI per capita growth (annual %)	1987	2.26873196300407
GNI per capita, Atlas method (current US$)	1987	14490.0
GNI, Atlas method (current US$)	1987	832743089736.02
Government expenditure on education as % of GDP (%)	1987	4.60277
Gross capital formation (% of GDP)	1987	22.163411942169798
Gross capital formation (annual % growth)	1987	5.078723085837519
Gross capital formation (constant 2005 US$)	1987	303348054437.963
Gross capital formation (constant LCU)	1987	273832000000.0
Gross capital formation (current LCU)	1987	190567000000.0
Gross capital formation (current US$)	1987	207974462512.278
Gross domestic income (constant 2005 US$)	1987	978780000000.0
Gross domestic income (constant LCU)	1987	1283067613251.88
Gross domestic savings (% of GDP)	1987	21.0533049090108
Gross domestic savings (constant LCU)	1987	196758775139.42398
Gross domestic savings (current LCU)	1987	181022000000.0
Gross domestic savings (current US$)	1987	197557568481.93802
Gross enrolment ratio, pre-primary, both sexes (%)	1987	118.01291
Gross enrolment ratio, pre-primary, female (%)	1987	117.61942
Gross enrolment ratio, pre-primary, male (%)	1987	118.38898
Gross enrolment ratio, primary and secondary, gender parity index (GPI)	1987	1.03916
Gross enrolment ratio, primary, both sexes (%)	1987	117.64325
Gross enrolment ratio, primary, female (%)	1987	116.62725
Gross enrolment ratio, primary, gender parity index (GPI)	1987	0.98326
Gross enrolment ratio, primary, male (%)	1987	118.61312
Gross enrolment ratio, secondary, both sexes (%)	1987	88.44438
Gross enrolment ratio, secondary, female (%)	1987	92.07434
Gross enrolment ratio, secondary, gender parity index (GPI)	1987	1.08324
Gross enrolment ratio, secondary, male (%)	1987	84.99913
Gross enrolment ratio, tertiary, both sexes (%)	1987	29.63418
Gross enrolment ratio, tertiary, female (%)	1987	30.4892
Gross enrolment ratio, tertiary, gender parity index (GPI)	1987	1.05846
Gross enrolment ratio, tertiary, male (%)	1987	28.80516
Gross fixed capital formation (% of GDP)	1987	21.757632640054304
Gross fixed capital formation (annual % growth)	1987	5.156544905203151
Gross fixed capital formation (constant 2005 US$)	1987	300923862788.533
Gross fixed capital formation (constant LCU)	1987	270776000000.0
Gross fixed capital formation (current LCU)	1987	187078000000.0
Gross fixed capital formation (current US$)	1987	204166757612.13602
Gross intake ratio to Grade 1 of primary education, both sexes (%)	1987	121.56497
Gross national expenditure (% of GDP)	1987	101.11010703315901
Gross national expenditure (constant 2005 US$)	1987	1482679313344.7
Gross national expenditure (constant LCU)	1987	1293267000000.0
Gross national expenditure (current LCU)	1987	869372000000.0
Gross national expenditure (current US$)	1987	948785332314.744
Gross national expenditure deflator (base year varies by country)	1987	67.2229323101881
Gross savings (% of GDP)	1987	21.331261615885698
Gross savings (% of GNI)	1987	21.1505113516905
Gross savings (current LCU)	1987	183411946814.022
Gross savings (current US$)	1987	200165826491.347
Gross value added at factor cost (constant 2005 US$)	1987	1314263133445.9
Gross value added at factor cost (constant LCU)	1987	1145463000000.0
Gross value added at factor cost (current LCU)	1987	767432000000.0
Gross value added at factor cost (current US$)	1987	837533558878.097
Hospital beds (per 1,000 people)	1987	10.1999998092651
Household final consumption expenditure (annual % growth)	1987	3.31568661872214
Household final consumption expenditure (constant 2005 US$)	1987	828586469865.8191
Household final consumption expenditure (constant LCU)	1987	712123000000.0
Household final consumption expenditure (current LCU)	1987	490164000000.0
Household final consumption expenditure (current US$)	1987	534938338971.952
Household final consumption expenditure per capita (constant 2005 US$)	1987	14414.563704440901
Household final consumption expenditure per capita growth (annual %)	1987	2.68679780005544
Household final consumption expenditure, etc. (% of GDP)	1987	57.007281697364704
Household final consumption expenditure, etc. (annual % growth)	1987	2.8056405890292
Household final consumption expenditure, etc. (constant 2005 US$)	1987	816169043635.121
Household final consumption expenditure, etc. (constant LCU)	1987	701557000000.0
Household final consumption expenditure, etc. (current LCU)	1987	490164000000.0
Household final consumption expenditure, etc. (current US$)	1987	534938338971.952
Immunization, DPT (% of children ages 12-23 months)	1987	88.0
Immunization, measles (% of children ages 12-23 months)	1987	45.0
Imports of goods and services (% of GDP)	1987	20.5418066657595
Imports of goods and services (annual % growth)	1987	7.70402835082433
Imports of goods and services (constant 2005 US$)	1987	222640543901.351
Imports of goods and services (constant LCU)	1987	188733000000.0
Imports of goods and services (current LCU)	1987	176624000000.0
Imports of goods and services (current US$)	1987	192757830404.88898
Industry, value added (% of GDP)	1987	27.685058741360802
Industry, value added (annual % growth)	1987	1.20171404846026
Industry, value added (constant 2005 US$)	1987	299178345156.663
Industry, value added (constant LCU)	1987	258370000000.0
Industry, value added (current LCU)	1987	212464000000.0
Industry, value added (current US$)	1987	231871657754.01102
Inflation, consumer prices (annual %)	1987	3.2888980392263196
Inflation, GDP deflator (annual %)	1987	2.4904972756925
Interest rate spread (lending rate minus deposit rate, %)	1987	5.1
Labor force participation rate for ages 15-24, female (%) (national estimate)	1987	46.4000015258789
Labor force participation rate for ages 15-24, male (%) (national estimate)	1987	53.0999984741211
Labor force participation rate for ages 15-24, total (%) (national estimate)	1987	49.5999984741211
Labor force participation rate, female (% of female population ages 15+) (national estimate)	1987	46.9000015258789
Labor force participation rate, male (% of male population ages 15+) (national estimate)	1987	67.90000152587889
Labor force participation rate, total (% of total population ages 15+) (national estimate)	1987	56.7999992370605
Land area (sq. km)	1987	547566.0
Land under cereal production (hectares)	1987	9277452.0
Lending interest rate (%)	1987	9.6
Life expectancy at birth, female (years)	1987	80.0
Life expectancy at birth, male (years)	1987	71.8
Life expectancy at birth, total (years)	1987	75.8
Listed domestic companies, total	1987	481.0
Livestock production index (2004-2006 = 100)	1987	102.13
Long-term unemployment (% of total unemployment)	1987	46.0999984741211
Long-term unemployment, female (% of female unemployment)	1987	48.4000015258789
Long-term unemployment, male (% of male unemployment)	1987	43.2999992370605
Lower secondary completion rate, both sexes (%)	1987	67.20203
Machinery and transport equipment (% of value added in manufacturing)	1987	20.5631928744412
Manufactures exports (% of merchandise exports)	1987	76.208282468159
Manufactures imports (% of merchandise imports)	1987	71.5637260394658
Manufacturing, value added (% of GDP)	1987	18.097890106224398
Manufacturing, value added (annual % growth)	1987	0.20804438280166
Manufacturing, value added (constant 2005 US$)	1987	169369222192.428
Manufacturing, value added (constant LCU)	1987	132940000000.0
Manufacturing, value added (current LCU)	1987	138889000000.0
Manufacturing, value added (current US$)	1987	151575903088.508
Market capitalization of listed domestic companies (% of GDP)	1987	16.5796763459394
Market capitalization of listed domestic companies (current US$)	1987	155578450000.0
Merchandise exports (current US$)	1987	148382000000.0
Merchandise exports by the reporting economy (current US$)	1987	147500000000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	1987	16.224745762711898
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	1987	1.22183050847458
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	1987	1.2839322033898302
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	1987	4.22094915254237
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	1987	0.856745762711864
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	1987	3.53464406779661
Merchandise exports to developing economies outside region (% of total merchandise exports)	1987	11.7179661016949
Merchandise exports to economies in the Arab World (% of total merchandise exports)	1987	5.57593220338983
Merchandise exports to high-income economies (% of total merchandise exports)	1987	72.05728813559321
Merchandise imports (current US$)	1987	158476000000.0
Merchandise imports by the reporting economy (current US$)	1987	158375000000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	1987	13.7773007103394
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	1987	1.5806156274664598
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	1987	1.58206787687451
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	1987	3.60675611681137
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	1987	0.3856669297553279
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	1987	2.91365430149961
Merchandise imports from developing economies outside region (% of total merchandise imports)	1987	10.771207576953401
Merchandise imports from economies in the Arab World (% of total merchandise imports)	1987	4.41843725335438
Merchandise imports from high-income economies (% of total merchandise imports)	1987	75.45149171270721
Merchandise trade (% of GDP)	1987	32.7012277353468
Mineral rents (% of GDP)	1987	0.00321325147981416
Mobile cellular subscriptions	1987	39234.0
Mobile cellular subscriptions (per 100 people)	1987	0.0700467161999822
Mortality rate, adult, female (per 1,000 female adults)	1987	72.869
Mortality rate, adult, male (per 1,000 male adults)	1987	175.002
Mortality rate, infant (per 1,000 live births)	1987	8.1
Mortality rate, under-5 (per 1,000)	1987	9.8
Natural gas rents (% of GDP)	1987	0.0206511511304036
Net current transfers from abroad (constant LCU)	1987	2150729858.30933
Net current transfers from abroad (current LCU)	1987	-12230000000.0
Net current transfers from abroad (current US$)	1987	-13347157044.636
Net enrolment rate, secondary, both sexes (%)	1987	79.29026
Net enrolment rate, secondary, female (%)	1987	82.40401
Net enrolment rate, secondary, male (%)	1987	76.33493
Net income from abroad (constant LCU)	1987	10168500000.0
Net income from abroad (current LCU)	1987	7349000000.0
Net income from abroad (current US$)	1987	8020299028.702391
Net migration	1987	481869.0
Net secondary income (BoP, current US$)	1987	-5410949673.664021
Net taxes on products (constant LCU)	1987	134776000000.0
Net taxes on products (current LCU)	1987	92395000000.0
Net taxes on products (current US$)	1987	100834879406.30801
Number of infant deaths	1987	6646.0
Number of under-five deaths	1987	7990.0
Official entrance age to lower secondary education (years)	1987	11.0
Official entrance age to primary education (years)	1987	6.0
Official exchange rate (LCU per US$, period average)	1987	6.01070833333333
Oil rents (% of GDP)	1987	0.0352926110730327
Ores and metals exports (% of merchandise exports)	1987	2.57162213547082
Ores and metals imports (% of merchandise imports)	1987	3.33931532758343
Other manufacturing (% of value added in manufacturing)	1987	50.649225885707104
Part time employment, female (% of total female employment)	1987	22.899999618530302
Part time employment, female (% of total part time employment)	1987	82.8000030517578
Part time employment, male (% of total male employment)	1987	3.4000000953674303
Part time employment, total (% of total employment)	1987	11.6000003814697
Patent applications, nonresidents	1987	5875.0
Patent applications, residents	1987	12695.0
Percentage of enrolment in primary education in private institutions (%)	1987	15.0333
Percentage of repeaters in primary education, all grades, both sexes (%)	1987	7.33406
Percentage of repeaters in secondary general education, all grades, both sexes (%)	1987	13.9097
Percentage of students in primary education who are female (%)	1987	48.41692
Percentage of students in secondary education who are female (%)	1987	50.69329
Percentage of students in secondary general education who are female (%)	1987	52.28872
Percentage of students in secondary vocational education who are female (%)	1987	45.8043
Percentage of teachers in primary education who are female (%)	1987	67.43008
Permanent cropland (% of land area)	1987	2.35953291475366
Personal remittances, paid (current US$)	1987	5759801270.0
Personal remittances, received (% of GDP)	1987	0.263490477100917
Personal remittances, received (current US$)	1987	2472511475.0
Physicians (per 1,000 people)	1987	2.8
Population ages 65 and above (% of total)	1987	13.0511457609576
Population density (people per sq. km of land area)	1987	104.978378862092
Population growth (annual %)	1987	0.610566201801942
Population in largest city	1987	9109528.0
Population in the largest city (% of urban population)	1987	21.4735169493523
Population in urban agglomerations of more than 1 million	1987	12847296.0
Population in urban agglomerations of more than 1 million (% of total population)	1987	22.3498902476404
Population, ages 0-14 (% of total)	1987	20.5872829181978
Population, ages 15-64 (% of total)	1987	66.3615713208447
Population, female (% of total)	1987	50.85748183439961
Population, total	1987	57482591.0
Portfolio equity, net inflows (BoP, current US$)	1987	3412419018.18222
Primary completion rate, both sexes (%)	1987	96.8975
Primary to secondary general education transition rate, both sexes (%)	1987	100.0
Pupil-teacher ratio in primary education (headcount basis)	1987	20.71631
Rail lines (total route-km)	1987	34646.0
Railways, goods transported (million ton-km)	1987	50600.0
Railways, passengers carried (million passenger-km)	1987	59732.0
Ratio of female to male labor force participation rate (%) (national estimate)	1987	69.0721656434776
Real effective exchange rate index (2010 = 100)	1987	107.37583333333299
Real interest rate (%)	1987	6.93674332087922
Renewable internal freshwater resources per capita (cubic meters)	1987	3479.31428491106
Renewable internal freshwater resources, total (billion cubic meters)	1987	200.0
Risk premium on lending (lending rate minus treasury bill rate, %)	1987	1.38
Rural population	1987	15060439.0
Rural population (% of total population)	1987	26.2
Rural population growth (annual %)	1987	0.324713721913427
Scientific and technical journal articles	1987	20152.0
Self-employed, female (% of females employed)	1987	13.8999996185303
Self-employed, male (% of males employed)	1987	18.1000003814697
Self-employed, total (% of total employed)	1987	16.2999992370605
Services, etc., value added (% of GDP)	1987	68.8431027113803
Services, etc., value added (annual % growth)	1987	2.4626069453823303
Services, etc., value added (constant 2005 US$)	1987	986409225204.12
Services, etc., value added (constant LCU)	1987	863353000000.0
Services, etc., value added (current LCU)	1987	528324000000.0
Services, etc., value added (current US$)	1987	576584088180.727
Stocks traded, total value (% of GDP)	1987	10.418613415722
Stocks traded, total value (current US$)	1987	97764980000.0
Stocks traded, turnover ratio of domestic shares (%)	1987	63.253792850628
Surface area (sq. km)	1987	549086.0
Survival rate to Grade 5 of primary education, both sexes (%)	1987	89.1953
Survival rate to the last grade of primary education, both sexes (%)	1987	89.1953
Survival to age 65, female (% of cohort)	1987	88.48303
Survival to age 65, male (% of cohort)	1987	73.76166
Teachers in primary education, both sexes (number)	1987	198800.0
Terms of trade adjustment (constant LCU)	1987	2741613251.8797
Textiles and clothing (% of value added in manufacturing)	1987	7.27968747384018
Theoretical duration of primary education (years)	1987	5.0
Theoretical duration of secondary education (years)	1987	7.0
Total natural resources rents (% of GDP)	1987	0.22797342919255498
Total reserves (includes gold, current US$)	1987	72674287872.4413
Total reserves minus gold (current US$)	1987	33049480696.4
Trade (% of GDP)	1987	39.97350629836
Trademark applications, direct nonresident	1987	9629.0
Trademark applications, direct resident	1987	56423.0
Trademark applications, total	1987	66052.0
Unemployment, female (% of female labor force) (national estimate)	1987	13.5
Unemployment, male (% of male labor force) (national estimate)	1987	8.60000038146973
Unemployment, total (% of total labor force) (national estimate)	1987	10.6999998092651
Unemployment, youth female (% of female labor force ages 15-24) (national estimate)	1987	27.100000381469698
Unemployment, youth male (% of male labor force ages 15-24) (national estimate)	1987	20.0
Unemployment, youth total (% of total labor force ages 15-24) (national estimate)	1987	23.399999618530302
Urban population	1987	42422152.0
Urban population (% of total)	1987	73.8
Urban population growth (annual %)	1987	0.7122445638778871
Vulnerable employment, female (% of female employment)	1987	11.6999998092651
Vulnerable employment, male (% of male employment)	1987	12.0
Vulnerable employment, total (% of total employment)	1987	11.8999996185303
Wage and salaried workers, female (% of females employed)	1987	86.099998474121
Wage and salaried workers, total (% of total employed)	1987	83.6999969482422
Wage and salary workers, male (% of males employed)	1987	81.9000015258789
Water productivity, total (constant 2005 US$ GDP per cubic meter of total freshwater withdrawal)	1987	42.0468725581909
Adjusted net national income (annual % growth)	1988	5.2306289544748
Adjusted net national income (constant 2005 US$)	1988	1322889069879.23
Adjusted net national income (current US$)	1988	877511798128.278
Adjusted net national income per capita (annual % growth)	1988	4.586734485612269
Adjusted net national income per capita (constant 2005 US$)	1988	22872.9157210422
Adjusted net national income per capita (current US$)	1988	15172.2875786105
Adjusted net savings, excluding particulate emission damage (% of GNI)	1988	11.720499227555301
Adjusted net savings, excluding particulate emission damage (current US$)	1988	120780916589.881
Adjusted savings: carbon dioxide damage (% of GNI)	1988	0.161843314319853
Adjusted savings: carbon dioxide damage (current US$)	1988	1667811538.39751
Adjusted savings: consumption of fixed capital (% of GNI)	1988	14.8121978549941
Adjusted savings: consumption of fixed capital (current US$)	1988	152641180115.5
Adjusted savings: education expenditure (% of GNI)	1988	4.3
Adjusted savings: education expenditure (current US$)	1988	44311930000.0
Adjusted savings: energy depletion (% of GNI)	1988	0.0331026306084119
Adjusted savings: energy depletion (current US$)	1988	341125918.682746
Adjusted savings: gross savings (% of GNI)	1988	22.42926586
Adjusted savings: mineral depletion (% of GNI)	1988	0.00154252142522745
Adjusted savings: mineral depletion (current US$)	1988	15895837.539111402
Adjusted savings: natural resources depletion (% of GNI)	1988	0.0346451520336393
Adjusted savings: net forest depletion (% of GNI)	1988	0.0
Adjusted savings: net forest depletion (current US$)	1988	0.0
Adjusted savings: net national savings (% of GNI)	1988	7.616987693908841
Adjusted savings: net national savings (current US$)	1988	78493819884.5
Adolescent fertility rate (births per 1,000 women ages 15-19)	1988	13.1202
Age dependency ratio (% of working-age population)	1988	50.8168398901401
Age dependency ratio, old (% of working-age population)	1988	20.2249064997428
Age dependency ratio, young (% of working-age population)	1988	30.5919333903972
Agricultural land (% of land area)	1988	56.303714985956
Agricultural land (sq. km)	1988	308300.0
Agricultural machinery, tractors	1988	1475400.0
Agricultural machinery, tractors per 100 sq. km of arable land	1988	828.271487116151
Agricultural raw materials exports (% of merchandise exports)	1988	2.3154737492077797
Agricultural raw materials imports (% of merchandise imports)	1988	3.14875154617483
Agriculture value added per worker (constant 2005 US$)	1988	19287.5910567934
Agriculture, value added (% of GDP)	1988	3.2061212375671397
Agriculture, value added (annual % growth)	1988	-1.5417017691659498
Agriculture, value added (constant 2005 US$)	1988	28777085856.7358
Agriculture, value added (constant LCU)	1988	23374000000.0
Agriculture, value added (current LCU)	1988	26574000000.0
Agriculture, value added (current US$)	1988	29263296993.7232
Air transport, freight (million ton-km)	1988	3681.6000976563
Air transport, passengers carried	1988	30667300.0
Air transport, registered carrier departures worldwide	1988	368200.0
Alternative and nuclear energy (% of total energy use)	1988	37.197564100364
Arable land (% of land area)	1988	32.5312382434264
Arable land (hectares per person)	1988	0.307988974295568
Arable land (hectares)	1988	17813000.0
Arms exports (SIPRI trend indicator values)	1988	1963000000.0
Arms imports (SIPRI trend indicator values)	1988	108000000.0
Birth rate, crude (per 1,000 people)	1988	13.8
Cereal production (metric tons)	1988	56071405.0
Cereal yield (kg per hectare)	1988	6080.777
Changes in inventories (constant LCU)	1988	6693000000.0
Changes in inventories (current LCU)	1988	6693000000.0
Changes in inventories (current US$)	1988	7370333663.69343
Chemicals (% of value added in manufacturing)	1988	9.37425592404989
CO2 emissions (kg per 2005 US$ of GDP)	1988	0.242249941060273
CO2 emissions (kt)	1988	372207.834
CO2 emissions (metric tons per capita)	1988	6.43551950925926
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1988	16.166926081466
CO2 emissions from gaseous fuel consumption (% of total)	1988	14.0814959311147
CO2 emissions from gaseous fuel consumption (kt)	1988	52412.431
CO2 emissions from liquid fuel consumption (% of total)	1988	62.7682213158362
CO2 emissions from liquid fuel consumption (kt)	1988	233628.237
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1988	24.1167660274294
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1988	2.5696748994155802
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1988	25.9992364394585
CO2 emissions from solid fuel consumption (% of total)	1988	19.7602017694233
CO2 emissions from solid fuel consumption (kt)	1988	73549.019
CO2 emissions from transport (% of total fuel combustion)	1988	31.150333323544103
CO2 intensity (kg per kg of oil equivalent energy use)	1988	1.7620463071834902
Coal rents (% of GDP)	1988	0.0
Combustible renewables and waste (% of total energy)	1988	4.8975472353509595
Consumer price index (2010 = 100)	1988	66.540963114582
Contraceptive prevalence (% of women ages 15-49)	1988	81.2
Contributing family workers, female (% of females employed)	1988	6.599999904632571
Contributing family workers, male (% of males employed)	1988	1.0
Contributing family workers, total (% of total employed)	1988	3.29999995231628
Crop production index (2004-2006 = 100)	1988	95.28
Death rate, crude (per 1,000 people)	1988	9.5
DEC alternative conversion factor (LCU per US$)	1988	0.9081
